,,,,,Race and Ethnicity : Summarize
Topic: Health Behavior and Population
Subtopic: Social and Economic Conditions
Indicator Name: Race and Ethnicity
Indicator Description: 

Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Percent Asian Alone,Percent Black Alone,Percent Hispanic Alone,Percent Non-White,Percent White Alone,Total Population,Notes Percent Asian Alone,Notes Percent Black Alone,Notes Percent Hispanic Alone,Notes Percent Non-White,Notes Percent White Alone,Notes Total Population,
2012-16,Neighborhood (NTA),Queens, Steinway,8172,Race and Ethnicity,12.4,1.8,21.1,37.7,62.3,"48,179",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Stuyvesant Heights,4735,Race and Ethnicity,3.4,66.8,18.0,90.3,9.7,"67,371",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Stuyvesant Town-Cooper Village,6150,Race and Ethnicity,11.4,3.4,8.3,26.0,74.0,"21,462",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Sunset Park East,4734,Race and Ethnicity,52.8,1.5,31.9,87.3,12.7,"71,850",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Sunset Park West,4732,Race and Ethnicity,14.7,3.2,63.6,83.0,17.0,"57,377",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,8524,Race and Ethnicity,15.4,2.2,10.3,29.4,70.6,"32,276",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Turtle Bay-East Midtown,6119,Race and Ethnicity,15.3,1.9,6.5,25.6,74.4,"49,628",,,,,,,
2012-16,Neighborhood (NTA),Bronx, University Heights-Morris Heights,536,Race and Ethnicity,1.7,29.2,67.4,99.0,1.1,"55,575",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Upper East Side-Carnegie Hill,6140,Race and Ethnicity,6.1,1.0,7.0,16.4,83.6,"58,593",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Upper West Side,6112,Race and Ethnicity,7.9,7.2,16.4,34.2,65.8,"134,019",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Van Cortlandt Village,528,Race and Ethnicity,4.4,17.7,66.9,91.3,8.7,"51,157",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Van Nest-Morris Park-Westchester Square,537,Race and Ethnicity,12.0,8.9,50.2,72.9,27.1,"25,985",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Washington Heights North,6135,Race and Ethnicity,2.8,5.3,64.3,74.0,25.9,"73,523",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Washington Heights South,6136,Race and Ethnicity,3.3,10.0,72.9,87.6,12.4,"92,476",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, West Brighton,4723,Race and Ethnicity,1.0,1.1,2.7,5.2,94.8,"15,754",,,,,,,
2012-16,Neighborhood (NTA),Bronx, West Concourse,563,Race and Ethnicity,1.8,23.1,70.7,98.1,1.9,"37,395",,,,,,,
2012-16,Neighborhood (NTA),Bronx, West Farms-Bronx River,508,Race and Ethnicity,4.3,25.1,64.6,96.7,3.3,"35,752",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, West New Brighton-New Brighton-St. George,8522,Race and Ethnicity,5.8,35.7,30.4,76.4,23.6,"33,175",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, West Village,6123,Race and Ethnicity,8.6,2.0,6.0,19.6,80.4,"66,772",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Westchester-Unionport,559,Race and Ethnicity,12.7,15.1,63.6,96.1,3.9,"28,437",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Westerleigh,8507,Race and Ethnicity,6.5,3.6,15.6,28.3,71.7,"24,131",,,,,,,
2012-16,Neighborhood (NTA),Queens, Whitestone,8149,Race and Ethnicity,21.1,0.6,14.3,38.4,61.6,"31,090",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Williamsbridge-Olinville,544,Race and Ethnicity,1.2,69.2,25.2,97.7,2.4,"65,043",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Williamsburg,4772,Race and Ethnicity,0.3,3.7,8.1,12.5,87.5,"33,767",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Windsor Terrace,4740,Race and Ethnicity,11.7,4.8,13.1,32.5,67.5,"22,031",,,,,,,
2012-16,Neighborhood (NTA),Queens, Woodhaven,8153,Race and Ethnicity,23.9,3.5,54.0,84.4,15.6,"62,821",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Woodlawn-Wakefield,562,Race and Ethnicity,4.4,59.4,17.4,83.7,16.3,"44,064",,,,,,,
2012-16,Neighborhood (NTA),Queens, Woodside,8163,Race and Ethnicity,39.4,0.9,35.1,77.6,22.4,"45,702",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Yorkville,6132,Race and Ethnicity,8.9,3.1,10.3,25.4,74.6,"81,278",,,,,,,

Name:Race and Ethnicity,Measure:Total Population,How Calculated:<p>Estimated Total Population</p>,Source(s):American Community Survey,Year:2012-16,
Name:Race and Ethnicity,Measure:Percent White Alone,How Calculated:<p>Estimated Percent White</p>,Source(s):American Community Survey,Year:2012-16,
Name:Race and Ethnicity,Measure:Percent Black Alone,How Calculated:<p>Estimated Percent Black</p>,Source(s):American Community Survey,Year:2012-16,
Name:Race and Ethnicity,Measure:Percent Hispanic Alone,How Calculated:<p>Estimated Percent Hispanic</p>,Source(s):American Community Survey,Year:2012-16,
Name:Race and Ethnicity,Measure:Percent Asian Alone,How Calculated:<p>Estimated Percent Asian</p>,Source(s):American Community Survey,Year:2012-16,
Name:Race and Ethnicity,Measure:Percent Non-White,How Calculated:<p><span>Estimated Percent Non-White</span></p>,Source(s):American Community Survey,Year:2012-16,

NYC Department of Health and Mental Hygiene
Environment & Health Data Portal
More information can be found at: http://nyc.gov/health/tracking
Accessed 06/15/2020
