"","zipcode","neighborhood_name","borough_group","positive","covid_case_rate","pop_denominator","covid_death_count","covid_death_rate","percent_positive","day","total_covid_tests","newcases_june"
"2807",11412,"St. Albans","Queens",1249,3174.33,39346.92,77,195.7,29.65,2020-06-16,4213,5
"2808",11413,"Laurelton/Rosedale","Queens",1325,3035.65,43647.97,69,158.08,29.52,2020-06-16,4489,2
"2809",11414,"Hamilton Beach/Howard Beach/Lindenwood","Queens",802,2837.38,28265.56,52,183.97,28.93,2020-06-16,2772,0
"2810",11415,"Kew Gardens","Queens",536,2786.7,19234.25,45,233.96,23.93,2020-06-16,2240,0
"2811",11416,"Ozone Park","Queens",716,2690.27,26614.42,50,187.87,28.51,2020-06-16,2511,0
"2812",11417,"Ozone Park","Queens",891,2849.32,31270.63,38,121.52,26.33,2020-06-16,3384,1
"2813",11418,"Richmond Hill","Queens",1109,2910.37,38105.16,94,246.69,28.26,2020-06-16,3924,7
"2814",11419,"Richmond Hill/South Ozone Park","Queens",1208,2375.67,50848.81,86,169.13,28.11,2020-06-16,4297,1
"2815",11420,"South Ozone Park","Queens",1365,2819.33,48415.71,98,202.41,28.79,2020-06-16,4741,1
"2816",11421,"Woodhaven","Queens",1196,2833.49,42209.49,96,227.44,28.04,2020-06-16,4265,3
"2817",11422,"Rosedale","Queens",982,2912.08,33721.62,41,121.58,28.21,2020-06-16,3481,2
"2818",11423,"Hollis/Holliswood","Queens",1083,3380.03,32041.14,92,287.13,29.63,2020-06-16,3655,2
"2819",11426,"Bellerose","Queens",498,2445.58,20363.28,29,142.41,26.27,2020-06-16,1896,0
"2820",11427,"Bellerose/Hollis Hills/Holliswood","Queens",792,3411.97,23212.38,45,193.86,27.62,2020-06-16,2867,0
"2821",11428,"Queens Village","Queens",678,3507.96,19327.45,40,206.96,31.1,2020-06-16,2180,0
"2822",11429,"Queens Village","Queens",959,3420.56,28036.33,62,221.14,28.35,2020-06-16,3383,1
"2823",11432,"Hillcrest/Jamaica Estates/Jamaica Hills","Queens",1842,2914.77,63195.4,230,363.95,27.14,2020-06-16,6787,5
"2824",11433,"Jamaica","Queens",958,2658.47,36035.76,76,210.9,27.09,2020-06-16,3536,3
"2825",11434,"Airport/South Jamaica/Springfield Gardens/St. Albans","Queens",2113,3128.7,67536.11,160,236.91,28.07,2020-06-16,7527,2
"2826",11435,"Briarwood/Jamaica","Queens",1642,2847.54,57663.84,140,242.79,26.54,2020-06-16,6187,3
"2827",11436,"South Jamaica/South Ozone Park","Queens",530,2547.17,20807.42,38,182.63,27.1,2020-06-16,1956,1
"2828",11691,"Edgemere/Far Rockaway","Queens",2400,3706.05,64759.02,315,486.42,25.71,2020-06-16,9336,12
"2829",11692,"Arverne/Edgemere","Queens",623,3096.38,20120.24,85,422.46,22.47,2020-06-16,2772,2
"2830",11693,"Arverne/Broad Channel","Queens",330,2665.32,12381.27,26,209.99,26.38,2020-06-16,1251,0
"2831",11694,"Belle Harbor-Neponsit/Rockaway Park","Queens",722,3546.9,20355.78,78,383.18,25.58,2020-06-16,2822,1
"2832",11697,"Breezy Point","Queens",108,3053.7,3536.69,3,84.83,9.21,2020-06-16,1173,0
"2833",10001,"Chelsea/NoMad/West Chelsea","Manhattan",379,1608.45,23563.03,22,93.37,12.81,2020-06-17,2959,2
"2834",10002,"Chinatown/Lower East Side","Manhattan",1074,1399.25,76755.41,152,198.03,17.7,2020-06-17,6067,4
"2835",10003,"East Village/Gramercy/Greenwich Village","Manhattan",454,843.84,53801.62,34,63.2,9.88,2020-06-17,4595,1
"2836",10004,"Financial District","Manhattan",32,876.57,3650.61,1,27.39,10.39,2020-06-17,308,0
"2837",10005,"Financial District","Manhattan",63,750.35,8396.11,2,23.82,9.45,2020-06-17,667,0
"2838",10006,"Financial District","Manhattan",26,751.93,3457.77,0,0,8.31,2020-06-17,313,0
"2839",10007,"TriBeCa","Manhattan",61,739.42,8249.73,3,36.36,8.28,2020-06-17,737,0
"2840",10009,"Alphabet City/East Village/Stuyvesant Town-Cooper Village","Manhattan",704,1198.34,58747.99,66,112.34,12.38,2020-06-17,5687,2
"2841",10010,"Flatiron/Gramercy/Kips Bay","Manhattan",271,837.15,32371.86,20,61.78,8.05,2020-06-17,3366,1
"2842",10011,"Chelsea","Manhattan",526,1062.62,49500.52,37,74.75,10.97,2020-06-17,4793,1
"2843",10012,"Greenwich Village/SoHo","Manhattan",163,679.7,23981.2,9,37.53,9.02,2020-06-17,1807,0
"2844",10013,"Hudson Square/Little Italy/SoHo/TriBeCa","Manhattan",264,909.37,29031.09,21,72.34,10.07,2020-06-17,2622,1
"2845",10014,"Hudson Square/Meatpacking District/West Village","Manhattan",306,985.72,31043.16,24,77.31,10.14,2020-06-17,3018,1
"2846",10016,"Kips Bay/Murray Hill/NoMad","Manhattan",712,1355.56,52524.35,48,91.39,11.71,2020-06-17,6080,1
"2847",10017,"East Midtown/Murray Hill","Manhattan",144,892.9,16127.22,6,37.2,9.27,2020-06-17,1553,0
"2848",10018,"Hell's Kitchen/Midtown Manhattan","Manhattan",211,2213.73,9531.44,3,31.47,13.74,2020-06-17,1536,1
"2849",10019,"Hell's Kitchen/Midtown Manhattan","Manhattan",614,1511.14,40631.45,43,105.83,12.47,2020-06-17,4924,1
"2850",10021,"Lenox Hill/Upper East Side","Manhattan",570,1290.3,44175.61,64,144.88,11.37,2020-06-17,5014,0
"2851",10022,"East Midtown","Manhattan",343,1130.71,30334.8,26,85.71,10.39,2020-06-17,3300,2
"2852",10023,"Lincoln Square","Manhattan",567,940.69,60274.81,52,86.27,9.72,2020-06-17,5832,1
"2853",10024,"Upper West Side","Manhattan",718,1252.23,57337.68,68,118.6,11.86,2020-06-17,6052,2
"2854",10025,"Manhattan Valley/Morningside Heights/Upper West Side","Manhattan",1368,1481.59,92333.47,167,180.87,13.16,2020-06-17,10393,3
"2855",10026,"Central Harlem (South)","Manhattan",645,1653.08,39018.03,40,102.52,17.41,2020-06-17,3704,0
"2856",10027,"Central Harlem (South)/Morningside Heights/West Harlem","Manhattan",1044,1640.71,63631.04,104,163.44,18.64,2020-06-17,5600,1
"2857",10028,"Upper East Side/Yorkville","Manhattan",475,966.33,49155.08,30,61.03,10.58,2020-06-17,4489,-1
"2858",10029,"East Harlem","Manhattan",1828,2318.58,78841.52,199,252.41,20.82,2020-06-17,8778,0
"2859",10030,"Central Harlem (North)","Manhattan",507,1729.08,29321.91,52,177.34,19.34,2020-06-17,2621,1
"2860",10031,"Hamilton Heights/West Harlem","Manhattan",1335,2204.54,60556.93,120,198.16,19.95,2020-06-17,6692,1
"2861",10032,"Washington Heights (South)","Manhattan",1551,2522.26,61492.57,164,266.7,21.35,2020-06-17,7264,5
"2862",10033,"Washington Heights (North)/Washington Heights (South)","Manhattan",1366,2307.03,59210.43,114,192.53,21.25,2020-06-17,6428,1
"2863",10034,"Inwood/Washington Heights (North)","Manhattan",726,1685.49,43073.65,70,162.51,18,2020-06-17,4033,3
"2864",10035,"East Harlem","Manhattan",992,2881.49,34426.65,122,354.38,21.91,2020-06-17,4528,1
"2865",10036,"Hell's Kitchen/Midtown Manhattan","Manhattan",436,1663.41,26211.25,36,137.35,13.31,2020-06-17,3276,1
"2866",10037,"Central Harlem (North)/East Harlem","Manhattan",547,2648.96,20649.62,67,324.46,18.5,2020-06-17,2956,0
"2867",10038,"Chinatown/Financial District","Manhattan",255,1156.57,22047.96,29,131.53,13.89,2020-06-17,1836,1
"2868",10039,"Central Harlem (North)/Washington Heights (South)","Manhattan",523,1976.75,26457.52,59,223,20.45,2020-06-17,2557,3
"2869",10040,"Washington Heights (North)","Manhattan",1139,2541.94,44808.28,112,249.95,22.38,2020-06-17,5090,4
"2870",10044,"Roosevelt Island","Manhattan",238,2034.14,11700.29,34,290.59,19.3,2020-06-17,1233,0
"2871",10065,"Lenox Hill/Upper East Side","Manhattan",335,1152.73,29061.49,27,92.91,9.75,2020-06-17,3436,1
"2872",10069,"Lincoln Square","Manhattan",55,867.76,6338.13,2,31.56,9.82,2020-06-17,560,1
"2873",10075,"Lenox Hill/Upper East Side","Manhattan",445,1882.87,23634.14,48,203.1,15.05,2020-06-17,2956,1
"2874",10128,"Upper East Side/Yorkville","Manhattan",638,1039.9,61351.93,37,60.31,10.68,2020-06-17,5971,0
"2875",10280,"Battery Park City","Manhattan",54,561.41,9618.7,0,0,8.97,2020-06-17,602,0
"2876",10282,"Battery Park City","Manhattan",70,1269.16,5515.44,16,290.09,15.98,2020-06-17,438,0
"2877",10301,"Silver Lake/St. George","Staten Island",1211,3057.03,39613.55,100,252.44,23.72,2020-06-17,5106,4
"2878",10302,"Elm Park","Staten Island",637,3392.99,18773.99,31,165.12,28.55,2020-06-17,2231,0
"2879",10303,"Graniteville/Mariner's Harbor/Port Ivory","Staten Island",882,3362.35,26231.66,43,163.92,26.59,2020-06-17,3317,0
"2880",10304,"New Dorp/Todt Hill","Staten Island",1402,3302.81,42448.71,168,395.77,25,2020-06-17,5607,0
"2881",10305,"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze","Staten Island",1247,2929.91,42560.99,75,176.22,24.27,2020-06-17,5137,1
"2882",10306,"Lighthouse Hill/Midland Beach/New Dorp/Oakwood","Staten Island",1464,2726.99,53685.66,77,143.43,21.75,2020-06-17,6730,3
"2883",10307,"Tottenville","Staten Island",379,2491.03,15214.56,14,92.02,24.26,2020-06-17,1562,0
"2884",10308,"Great Kills","Staten Island",638,2152.84,29635.33,26,87.73,21.98,2020-06-17,2903,0
"2885",10309,"Charleston/Prince's Bay/Woodrow","Staten Island",843,2554.16,33004.98,30,90.9,22.75,2020-06-17,3706,0
"2886",10310,"Port Richmond/Randall Manor/West Brighton","Staten Island",718,3007.84,23870.96,33,138.24,22.76,2020-06-17,3155,0
"2887",10312,"Annadale/Rossville","Staten Island",1504,2494.02,60304.33,59,97.84,22.91,2020-06-17,6565,-1
"2888",10314,"Bloomfield/Freshkills Park","Staten Island",2668,2937.22,90834.29,193,212.47,24.05,2020-06-17,11093,2
"2889",10451,"Concourse/Melrose","Bronx",1623,3401.18,47718.77,154,322.72,25.91,2020-06-17,6265,4
"2890",10452,"Concourse/Highbridge","Bronx",2434,3159.6,77035.04,158,205.1,26.19,2020-06-17,9292,3
"2891",10453,"Morris Heights/Mount Hope/University Heights","Bronx",2391,2945.16,81184.04,158,194.62,27.3,2020-06-17,8759,4
"2892",10454,"Mott Haven/Port Morris","Bronx",1148,3003.39,38223.41,103,269.47,24.13,2020-06-17,4758,1
"2893",10455,"Mott Haven","Bronx",1279,3032.65,42174.38,100,237.11,26.55,2020-06-17,4817,6
"2894",10456,"Claremont/Morrisania","Bronx",2532,2709.7,93441.91,275,294.3,24.75,2020-06-17,10232,11
"2895",10457,"Belmont/Claremont/Mount Hope/Tremont","Bronx",2128,2849.3,74685.06,177,237,25.2,2020-06-17,8443,5
"2896",10458,"Belmont/Fordham University/Kingsbridge","Bronx",2079,2480.68,83807.74,114,136.03,25.44,2020-06-17,8171,7
"2897",10459,"Charlotte Gardens/Hunts Point","Bronx",1501,3104.15,48354.56,157,324.68,27.32,2020-06-17,5494,3
"2898",10460,"Charlotte Gardens/Tremont/Van Nest/West Farms","Bronx",1663,2768.29,60073.25,117,194.76,26.58,2020-06-17,6257,3
"2899",10461,"Morris Park/Pelham Bay/Westchester Square","Bronx",1898,3835.93,49479.56,139,280.92,25.39,2020-06-17,7475,1
"2900",10462,"Parkchester/Pelham Parkway/Van Nest/Westchester Square","Bronx",2287,2957.36,77332.41,167,215.95,24.42,2020-06-17,9367,2
"2901",10463,"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil","Bronx",2054,2881.3,71287.33,198,277.75,21.35,2020-06-17,9619,4
"2902",10464,"City Island","Bronx",119,2733.65,4353.16,8,183.77,19.32,2020-06-17,616,0
"2903",10465,"Country Club/Throgs Neck","Bronx",1501,3488.23,43030.43,78,181.27,24.05,2020-06-17,6240,2
"2904",10466,"Edenwald/Wakefield","Bronx",2418,3350.58,72166.65,160,221.71,28.26,2020-06-17,8555,4
"2905",10467,"Allerton/Norwood/Pelham Parkway/Williamsbridge","Bronx",3439,3412.25,100784.05,300,297.67,27.76,2020-06-17,12389,5
"2906",10468,"Fordham/Kingsbridge/University Heights","Bronx",2789,3637.14,76681.12,204,266.04,25.36,2020-06-17,10999,9
"2907",10469,"Allerton/Baychester/Pelham Gardens/Williamsbridge","Bronx",3042,4254.05,71508.25,330,461.49,27.67,2020-06-17,10995,5
"2908",10470,"Wakefield/Woodlawn","Bronx",455,3226.09,14103.75,15,106.35,22.95,2020-06-17,1983,0
"2909",10471,"Fieldston/North Riverdale/Riverdale","Bronx",805,3788.72,21247.28,71,334.16,19.68,2020-06-17,4091,0
"2910",10472,"Soundview","Bronx",1994,2936.07,67913.94,177,260.62,29.05,2020-06-17,6864,7
"2911",10473,"Castle Hill/Clason Point/Soundview","Bronx",1952,3152.19,61925.28,127,205.09,25.11,2020-06-17,7775,6
"2912",10474,"Hunts Point","Bronx",325,2612.95,12438.07,19,152.76,27.04,2020-06-17,1202,0
"2913",10475,"Co-op City/Edenwald","Bronx",1722,3936.61,43743.21,167,381.77,26.47,2020-06-17,6506,3
"2914",11004,"Bellerose/Douglaston-Little Neck","Queens",601,3203.87,18758.55,60,319.85,19.66,2020-06-17,3057,2
"2915",11101,"Astoria (South)/Long Island City/Sunnyside","Queens",641,1820.81,35204.11,38,107.94,15.77,2020-06-17,4065,1
"2916",11102,"Astoria (North)","Queens",629,1927.5,32632.92,77,235.96,17.07,2020-06-17,3685,2
"2917",11103,"Astoria (North)/Astoria (South)","Queens",584,1596.25,36585.65,49,133.93,15.89,2020-06-17,3675,1
"2918",11104,"Sunnyside","Queens",501,2022.14,24775.7,37,149.34,19.04,2020-06-17,2631,3
"2919",11105,"Ditmars Steinway","Queens",500,1392.96,35894.88,42,117.01,14.21,2020-06-17,3518,4
"2920",11106,"Astoria (South)","Queens",652,1686.31,38664.4,45,116.39,17.25,2020-06-17,3780,2
"2921",11109,"Long Island City","Queens",49,966.35,5070.64,2,39.44,9.23,2020-06-17,531,0
"2922",11201,"Brooklyn Heights/DUMBO/Downtown Brooklyn","Brooklyn",716,1175.54,60908.15,87,142.84,10.1,2020-06-17,7087,2
"2923",11203,"East Flatbush (North)/East Flatbush (South)","Brooklyn",2107,2870.87,73392.42,244,332.46,25.42,2020-06-17,8290,6
"2924",11204,"Bensonhurst/Mapleton","Brooklyn",2050,2584.39,79322.45,139,175.23,21.94,2020-06-17,9345,5
"2925",11205,"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene","Brooklyn",742,1685.86,44013.21,47,106.79,17.8,2020-06-17,4169,1
"2926",11206,"Williamsburg (South)","Brooklyn",1629,1905.34,85496.61,149,174.28,19.42,2020-06-17,8390,6
"2927",11207,"Cypress Hills/East New York","Brooklyn",2121,2378.96,89156.75,202,226.57,24.18,2020-06-17,8772,3
"2928",11208,"Cypress Hills/East New York","Brooklyn",2415,2525.95,95607.69,226,236.38,26.37,2020-06-17,9157,8
"2929",11209,"Bay Ridge/Fort Hamilton","Brooklyn",1151,1715.83,67081.12,109,162.49,16.17,2020-06-17,7118,2
"2930",11210,"Flatlands/Midwood","Brooklyn",1721,2565.24,67089.29,137,204.21,24.88,2020-06-17,6918,5
"2931",11211,"East Williamsburg/Williamsburg (North)/Williamsburg (South)","Brooklyn",2107,2115.58,99594.67,127,127.52,17.06,2020-06-17,12348,1
"2932",11212,"Ocean Hill-Brownsville","Brooklyn",1909,2398.54,79589.99,221,277.67,24.07,2020-06-17,7930,4
"2933",11213,"Crown Heights (East)","Brooklyn",1420,2204.08,64425.94,137,212.65,22.13,2020-06-17,6417,5
"2934",11214,"Bath Beach/Bensonhurst/Gravesend","Brooklyn",1567,1678.93,93333.46,176,188.57,20.05,2020-06-17,7817,6
"2935",11215,"Gowanus/Park Slope/Windsor Terrace","Brooklyn",631,902.3,69932.3,44,62.92,10.98,2020-06-17,5747,3
"2936",11216,"Bedford-Stuyvesant (West)/Crown Heights (West)","Brooklyn",745,1341.43,55537.72,72,129.64,15.14,2020-06-17,4920,0
"2937",11217,"Boerum Hill/Park Slope","Brooklyn",629,1324.86,47476.67,80,168.5,15.29,2020-06-17,4113,2
"2938",11218,"Kensington/Windsor Terrace","Brooklyn",1763,2325.66,75806.47,133,175.45,21.49,2020-06-17,8205,2
"2939",11219,"Borough Park","Brooklyn",3090,3327.66,92858.07,217,233.69,20.52,2020-06-17,15056,4
"2940",11220,"Sunset Park","Brooklyn",1580,1604.88,98450,158,160.49,22.36,2020-06-17,7065,2
"2941",11221,"Bedford-Stuyvesant (East)/Bushwick","Brooklyn",1329,1627.23,81672.44,131,160.4,18.96,2020-06-17,7008,9
"2942",11222,"Greenpoint","Brooklyn",458,1260,36349.16,31,85.28,11.17,2020-06-17,4100,4
"2943",11223,"Gravesend/Homecrest","Brooklyn",1732,2166.16,79957.11,138,172.59,22.6,2020-06-17,7665,1
"2944",11224,"Brighton Beach/Coney Island/Seagate","Brooklyn",1233,2771.57,44487.34,200,449.57,24.35,2020-06-17,5063,3
"2945",11225,"Crown Heights (West)/Prospect Lefferts Gardens","Brooklyn",1166,2020.39,57711.49,130,225.26,21.29,2020-06-17,5477,2
"2946",11226,"Flatbush/Prospect Lefferts Gardens","Brooklyn",2291,2312.71,99061.32,265,267.51,23.54,2020-06-17,9731,4
"2947",11228,"Bath Beach/Dyker Heights","Brooklyn",681,1540.2,44215.08,77,174.15,19.7,2020-06-17,3457,1
"2948",11229,"Gerritsen Beach/Homecrest/Sheepshead Bay","Brooklyn",1790,2108.14,84909.16,140,164.88,15.05,2020-06-17,11897,4
"2949",11230,"Midwood","Brooklyn",2382,2671.43,89165.77,206,231.03,21.74,2020-06-17,10957,5
"2950",11231,"Carroll Gardens/Cobble Hill/Red Hook","Brooklyn",426,1151.52,36994.7,33,89.2,12.86,2020-06-17,3313,0
"2951",11232,"Sunset Park","Brooklyn",545,1927.76,28271.09,40,141.49,22.66,2020-06-17,2405,3
"2952",11233,"Bedford-Stuyvesant (East)/Ocean Hill-Brownsville","Brooklyn",1272,1763.1,72145.54,130,180.19,22.86,2020-06-17,5565,5
"2953",11234,"Bergen Beach/Flatlands/Marine Park/Mill Basin","Brooklyn",2260,2371.34,95304.8,185,194.11,24.59,2020-06-17,9190,5
"2954",11235,"Brighton Beach/Manhattan Beach/Sheepshead Bay","Brooklyn",2060,2589.89,79540.14,279,350.77,21.65,2020-06-17,9515,5
"2955",11236,"Canarsie","Brooklyn",2759,2848.82,96846.99,280,289.12,26.91,2020-06-17,10253,6
"2956",11237,"Bushwick/East Williamsburg","Brooklyn",992,1956.77,50695.72,112,220.93,19.89,2020-06-17,4988,0
"2957",11238,"Clinton Hill/Prospect Heights","Brooklyn",802,1484.75,54015.79,98,181.43,14.68,2020-06-17,5462,2
"2958",11239,"East New York","Brooklyn",520,4189.03,12413.37,80,644.47,24.82,2020-06-17,2095,0
"2959",11354,"Flushing/Murray Hill","Queens",1212,2183.06,55518.32,272,489.93,21.22,2020-06-17,5711,3
"2960",11355,"Flushing/Murray Hill/Queensboro Hill","Queens",1310,1637.21,80013.97,149,186.22,25.12,2020-06-17,5215,4
"2961",11356,"College Point","Queens",569,2439.68,23322.74,41,175.79,24.77,2020-06-17,2297,1
"2962",11357,"Whitestone","Queens",818,2046.25,39975.56,84,210.13,21.42,2020-06-17,3819,3
"2963",11358,"Auburndale/Murray Hill","Queens",580,1631.9,35541.5,37,104.1,19.46,2020-06-17,2981,1
"2964",11360,"Bayside (North)","Queens",321,1701.73,18863.17,16,84.82,16.85,2020-06-17,1905,3
"2965",11361,"Bayside (North)/Bayside (South)","Queens",456,1630.2,27971.99,41,146.58,18.61,2020-06-17,2450,0
"2966",11362,"Douglaston-Little Neck","Queens",325,1832.22,17738.01,20,112.75,20.01,2020-06-17,1624,-1
"2967",11363,"Douglaston-Little Neck","Queens",99,1382.87,7159.03,4,55.87,17.81,2020-06-17,556,0
"2968",11364,"Bayside (South)/Oakland Gardens","Queens",465,1345.39,34562.6,27,78.12,18.02,2020-06-17,2580,0
"2969",11365,"Auburndale/Fresh Meadows/Pomonok/Utopia","Queens",844,1915.97,44050.79,57,129.4,20.78,2020-06-17,4062,1
"2970",11366,"Fresh Meadows/Hillcrest","Queens",390,2830.73,13777.39,22,159.68,26.42,2020-06-17,1476,0
"2971",11367,"Kew Gardens Hills/Pomonok","Queens",1039,2471.5,42039.24,58,137.97,23.85,2020-06-17,4357,1
"2972",11368,"Corona/North Corona","Queens",4624,4143.59,111594.1,403,361.13,30.52,2020-06-17,15150,14
"2973",11369,"Airport/East Elmhurst","Queens",1625,4456.67,36462.23,164,449.78,31.11,2020-06-17,5223,2
"2974",11370,"Jackson Heights/Rikers Island","Queens",1346,4108.84,32758.65,52,158.74,30.04,2020-06-17,4480,3
"2975",11372,"Jackson Heights","Queens",2563,4096.68,62562.88,236,377.22,27.6,2020-06-17,9287,9
"2976",11373,"Elmhurst","Queens",3275,3526.21,92875.81,291,313.32,26.8,2020-06-17,12220,7
"2977",11374,"Rego Park","Queens",1077,2561.38,42047.63,90,214.04,23.05,2020-06-17,4673,2
"2978",11375,"Forest Hills","Queens",1528,2165.75,70552.99,179,253.71,21.8,2020-06-17,7008,5
"2979",11377,"Woodside","Queens",2297,2656.46,86468.55,181,209.32,21.96,2020-06-17,10461,9
"2980",11378,"Maspeth","Queens",753,2176.71,34593.45,66,190.79,20.69,2020-06-17,3640,3
"2981",11379,"Middle Village","Queens",812,2243.37,36195.55,86,237.6,22.47,2020-06-17,3613,2
"2982",11385,"Glendale/Ridgewood","Queens",2191,2128.63,102929.91,120,116.58,23.48,2020-06-17,9331,11
"2983",11411,"Cambria Heights","Queens",690,3366.8,20494.26,37,180.54,29.95,2020-06-17,2304,4
"2984",11412,"St. Albans","Queens",1252,3181.95,39346.92,77,195.7,29.26,2020-06-17,4279,3
"2985",11413,"Laurelton/Rosedale","Queens",1326,3037.94,43647.97,69,158.08,29.16,2020-06-17,4548,1
"2986",11414,"Hamilton Beach/Howard Beach/Lindenwood","Queens",805,2847.99,28265.56,52,183.97,28.66,2020-06-17,2809,3
"2987",11415,"Kew Gardens","Queens",536,2786.7,19234.25,45,233.96,23.51,2020-06-17,2280,0
"2988",11416,"Ozone Park","Queens",718,2697.79,26614.42,50,187.87,28.11,2020-06-17,2554,2
"2989",11417,"Ozone Park","Queens",894,2858.91,31270.63,38,121.52,25.95,2020-06-17,3445,3
"2990",11418,"Richmond Hill","Queens",1110,2912.99,38105.16,94,246.69,27.8,2020-06-17,3993,1
"2991",11419,"Richmond Hill/South Ozone Park","Queens",1212,2383.54,50848.81,86,169.13,27.72,2020-06-17,4372,4
"2992",11420,"South Ozone Park","Queens",1369,2827.59,48415.71,98,202.41,28.38,2020-06-17,4824,4
"2993",11421,"Woodhaven","Queens",1196,2833.49,42209.49,96,227.44,27.56,2020-06-17,4339,0
"2994",11422,"Rosedale","Queens",985,2920.97,33721.62,41,121.58,27.96,2020-06-17,3523,3
"2995",11423,"Hollis/Holliswood","Queens",1084,3383.15,32041.14,92,287.13,29.17,2020-06-17,3716,1
"2996",11426,"Bellerose","Queens",498,2445.58,20363.28,29,142.41,25.9,2020-06-17,1923,0
"2997",11427,"Bellerose/Hollis Hills/Holliswood","Queens",794,3420.59,23212.38,45,193.86,27.16,2020-06-17,2923,2
"2998",11428,"Queens Village","Queens",679,3513.14,19327.45,40,206.96,30.64,2020-06-17,2216,1
"2999",11429,"Queens Village","Queens",959,3420.56,28036.33,62,221.14,27.96,2020-06-17,3430,0
"3000",11432,"Hillcrest/Jamaica Estates/Jamaica Hills","Queens",1845,2919.52,63195.4,231,365.53,26.71,2020-06-17,6907,3
"3001",11433,"Jamaica","Queens",962,2669.57,36035.76,76,210.9,26.46,2020-06-17,3635,4
"3002",11434,"Airport/South Jamaica/Springfield Gardens/St. Albans","Queens",2115,3131.66,67536.11,160,236.91,27.67,2020-06-17,7645,2
"3003",11435,"Briarwood/Jamaica","Queens",1645,2852.74,57663.84,140,242.79,26.11,2020-06-17,6301,3
"3004",11436,"South Jamaica/South Ozone Park","Queens",531,2551.97,20807.42,38,182.63,26.56,2020-06-17,1999,1
"3005",11691,"Edgemere/Far Rockaway","Queens",2410,3721.49,64759.02,316,487.96,25.47,2020-06-17,9462,10
"3006",11692,"Arverne/Edgemere","Queens",625,3106.33,20120.24,85,422.46,22.23,2020-06-17,2811,2
"3007",11693,"Arverne/Broad Channel","Queens",332,2681.47,12381.27,26,209.99,26.04,2020-06-17,1275,2
"3008",11694,"Belle Harbor-Neponsit/Rockaway Park","Queens",723,3551.82,20355.78,78,383.18,25.43,2020-06-17,2843,1
"3009",11697,"Breezy Point","Queens",108,3053.7,3536.69,3,84.83,9.18,2020-06-17,1176,0
"3010",10001,"Chelsea/NoMad/West Chelsea","Manhattan",379,1608.45,23563.03,22,93.37,12.6,2020-06-18,3007,0
"3011",10002,"Chinatown/Lower East Side","Manhattan",1074,1399.25,76755.41,152,198.03,17.46,2020-06-18,6151,0
"3012",10003,"East Village/Gramercy/Greenwich Village","Manhattan",456,847.56,53801.62,34,63.2,9.71,2020-06-18,4697,2
"3013",10004,"Financial District","Manhattan",32,876.57,3650.61,1,27.39,10.29,2020-06-18,311,0
"3014",10005,"Financial District","Manhattan",64,762.26,8396.11,2,23.82,9.44,2020-06-18,678,1
"3015",10006,"Financial District","Manhattan",26,751.93,3457.77,0,0,8.2,2020-06-18,317,0
"3016",10007,"TriBeCa","Manhattan",61,739.42,8249.73,3,36.36,8.16,2020-06-18,748,0
"3017",10009,"Alphabet City/East Village/Stuyvesant Town-Cooper Village","Manhattan",704,1198.34,58747.99,66,112.34,12.16,2020-06-18,5788,0
"3018",10010,"Flatiron/Gramercy/Kips Bay","Manhattan",271,837.15,32371.86,20,61.78,7.87,2020-06-18,3444,0
"3019",10011,"Chelsea","Manhattan",527,1064.64,49500.52,37,74.75,10.69,2020-06-18,4929,1
"3020",10012,"Greenwich Village/SoHo","Manhattan",164,683.87,23981.2,9,37.53,8.86,2020-06-18,1851,1
"3021",10013,"Hudson Square/Little Italy/SoHo/TriBeCa","Manhattan",264,909.37,29031.09,21,72.34,9.85,2020-06-18,2680,0
"3022",10014,"Hudson Square/Meatpacking District/West Village","Manhattan",306,985.72,31043.16,24,77.31,9.84,2020-06-18,3109,0
"3023",10016,"Kips Bay/Murray Hill/NoMad","Manhattan",713,1357.47,52524.35,48,91.39,11.52,2020-06-18,6189,1
"3024",10017,"East Midtown/Murray Hill","Manhattan",144,892.9,16127.22,6,37.2,9.14,2020-06-18,1576,0
"3025",10018,"Hell's Kitchen/Midtown Manhattan","Manhattan",212,2224.22,9531.44,3,31.47,13.43,2020-06-18,1578,1
"3026",10019,"Hell's Kitchen/Midtown Manhattan","Manhattan",615,1513.61,40631.45,43,105.83,12.26,2020-06-18,5016,1
"3027",10021,"Lenox Hill/Upper East Side","Manhattan",571,1292.57,44175.61,64,144.88,11.13,2020-06-18,5128,1
"3028",10022,"East Midtown","Manhattan",343,1130.71,30334.8,26,85.71,10.21,2020-06-18,3358,0
"3029",10023,"Lincoln Square","Manhattan",569,944.01,60274.81,52,86.27,9.59,2020-06-18,5933,2
"3030",10024,"Upper West Side","Manhattan",719,1253.97,57337.68,68,118.6,11.64,2020-06-18,6177,1
"3031",10025,"Manhattan Valley/Morningside Heights/Upper West Side","Manhattan",1369,1482.67,92333.47,167,180.87,12.84,2020-06-18,10661,1
"3032",10026,"Central Harlem (South)","Manhattan",647,1658.21,39018.03,41,105.08,17.15,2020-06-18,3773,2
