modified_zcta,month,date,positive,total,zcta_cum_perc_pos,neighborhood_name,borough_group,covid_case_rate,pop_denominator,covid_death_count,covid_death_rate,percent_positive,newcases_day
10458,May,30,1997,NA,NA,Fordham - Bronx Park,Bronx,2382.83,83807.74,112,133.64,31.23,7
10458,May,31,2004,NA,NA,Fordham - Bronx Park,Bronx,2391.19,83807.74,112,133.64,30.86,0
10459,May,18,1417,NA,NA,Hunts Point - Mott Haven,Bronx,2930.44,48354.56,149,308.14,40.68,3
10459,May,19,1420,NA,NA,Hunts Point - Mott Haven,Bronx,2936.64,48354.56,150,310.21,39.84,4
10459,May,20,1424,NA,NA,Hunts Point - Mott Haven,Bronx,2944.91,48354.56,150,310.21,39.5,1
10459,May,21,1425,NA,NA,Hunts Point - Mott Haven,Bronx,2946.98,48354.56,150,310.21,38.81,2
10459,May,22,1427,NA,NA,Hunts Point - Mott Haven,Bronx,2951.12,48354.56,151,312.28,38.81,6
10459,May,23,1433,NA,NA,Hunts Point - Mott Haven,Bronx,2963.53,48354.56,151,312.28,38.14,2
10459,May,24,1435,NA,NA,Hunts Point - Mott Haven,Bronx,2967.66,48354.56,151,312.28,37.69,0
10459,May,25,1435,NA,NA,Hunts Point - Mott Haven,Bronx,2967.66,48354.56,151,312.28,37.32,2
10459,May,26,1437,NA,NA,Hunts Point - Mott Haven,Bronx,2971.8,48354.56,152,314.34,37.17,3
10459,May,27,1440,NA,NA,Hunts Point - Mott Haven,Bronx,2978,48354.56,153,316.41,36.96,6
10459,May,28,1446,NA,NA,Hunts Point - Mott Haven,Bronx,2990.41,48354.56,153,316.41,36.14,6
10459,May,29,1452,NA,NA,Hunts Point - Mott Haven,Bronx,3002.82,48354.56,153,316.41,35.71,5
10459,May,30,1457,NA,NA,Hunts Point - Mott Haven,Bronx,3013.16,48354.56,153,316.41,34.53,6
10459,May,31,1463,NA,NA,Hunts Point - Mott Haven,Bronx,3025.57,48354.56,153,316.41,34.05,0
10460,May,18,1555,NA,NA,Crotona - Tremont,Bronx,2588.51,60073.25,107,178.12,39.06,4
10460,May,19,1559,NA,NA,Crotona - Tremont,Bronx,2595.16,60073.25,108,179.78,38.28,4
10460,May,20,1563,NA,NA,Crotona - Tremont,Bronx,2601.82,60073.25,108,179.78,37.95,2
10460,May,21,1565,NA,NA,Crotona - Tremont,Bronx,2605.15,60073.25,110,183.11,37.3,5
10460,May,22,1570,NA,NA,Crotona - Tremont,Bronx,2613.48,60073.25,110,183.11,37.3,2
10460,May,23,1572,NA,NA,Crotona - Tremont,Bronx,2616.81,60073.25,111,184.77,36.79,6
10460,May,24,1578,NA,NA,Crotona - Tremont,Bronx,2626.79,60073.25,112,186.44,36.32,2
10460,May,25,1580,NA,NA,Crotona - Tremont,Bronx,2630.12,60073.25,112,186.44,35.94,4
10460,May,26,1584,NA,NA,Crotona - Tremont,Bronx,2636.78,60073.25,112,186.44,35.73,8
10460,May,27,1592,NA,NA,Crotona - Tremont,Bronx,2650.1,60073.25,112,186.44,35.26,7
10460,May,28,1599,NA,NA,Crotona - Tremont,Bronx,2661.75,60073.25,112,186.44,34.62,5
10460,May,29,1604,NA,NA,Crotona - Tremont,Bronx,2670.07,60073.25,112,186.44,34.07,8
10460,May,30,1612,NA,NA,Crotona - Tremont,Bronx,2683.39,60073.25,112,186.44,32.98,2
10460,May,31,1614,NA,NA,Crotona - Tremont,Bronx,2686.72,60073.25,113,188.1,32.62,0
10461,May,18,1816,NA,NA,Pelham - Throgs Neck,Bronx,3670.2,49479.56,121,244.55,35.06,3
10461,May,19,1819,NA,NA,Pelham - Throgs Neck,Bronx,3676.27,49479.56,125,252.63,34.61,7
10461,May,20,1826,NA,NA,Pelham - Throgs Neck,Bronx,3690.41,49479.56,125,252.63,34.36,-2
10461,May,21,1824,NA,NA,Pelham - Throgs Neck,Bronx,3686.37,49479.56,126,254.65,33.86,3
10461,May,22,1827,NA,NA,Pelham - Throgs Neck,Bronx,3692.43,49479.56,128,258.69,33.86,3
10461,May,23,1830,NA,NA,Pelham - Throgs Neck,Bronx,3698.5,49479.56,128,258.69,33.61,4
10461,May,24,1834,NA,NA,Pelham - Throgs Neck,Bronx,3706.58,49479.56,130,262.73,33.25,0
10461,May,25,1834,NA,NA,Pelham - Throgs Neck,Bronx,3706.58,49479.56,130,262.73,32.95,2
10461,May,26,1836,NA,NA,Pelham - Throgs Neck,Bronx,3710.62,49479.56,132,266.78,32.81,2
10461,May,27,1838,NA,NA,Pelham - Throgs Neck,Bronx,3714.66,49479.56,132,266.78,32.56,8
10461,May,28,1846,NA,NA,Pelham - Throgs Neck,Bronx,3730.83,49479.56,134,270.82,32.01,6
10461,May,29,1852,NA,NA,Pelham - Throgs Neck,Bronx,3742.96,49479.56,135,272.84,31.71,2
10461,May,30,1854,NA,NA,Pelham - Throgs Neck,Bronx,3747,49479.56,135,272.84,30.94,1
10461,May,31,1855,NA,NA,Pelham - Throgs Neck,Bronx,3749.02,49479.56,135,272.84,30.63,0
10462,May,18,2165,NA,NA,Pelham - Throgs Neck,Bronx,2799.6,77332.41,156,201.73,36.14,8
10462,May,19,2173,NA,NA,Pelham - Throgs Neck,Bronx,2809.95,77332.41,157,203.02,35.45,6
10462,May,20,2179,NA,NA,Pelham - Throgs Neck,Bronx,2817.71,77332.41,157,203.02,35.11,4
10462,May,21,2183,NA,NA,Pelham - Throgs Neck,Bronx,2822.88,77332.41,157,203.02,34.23,3
10462,May,22,2186,NA,NA,Pelham - Throgs Neck,Bronx,2826.76,77332.41,157,203.02,34.23,6
10462,May,23,2192,NA,NA,Pelham - Throgs Neck,Bronx,2834.52,77332.41,158,204.31,33.84,3
10462,May,24,2195,NA,NA,Pelham - Throgs Neck,Bronx,2838.4,77332.41,158,204.31,33.37,3
10462,May,25,2198,NA,NA,Pelham - Throgs Neck,Bronx,2842.28,77332.41,159,205.61,32.96,2
10462,May,26,2200,NA,NA,Pelham - Throgs Neck,Bronx,2844.86,77332.41,159,205.61,32.77,4
10462,May,27,2204,NA,NA,Pelham - Throgs Neck,Bronx,2850.03,77332.41,159,205.61,32.41,12
10462,May,28,2216,NA,NA,Pelham - Throgs Neck,Bronx,2865.55,77332.41,160,206.9,31.72,6
10462,May,29,2222,NA,NA,Pelham - Throgs Neck,Bronx,2873.31,77332.41,161,208.19,31.26,4
10462,May,30,2226,NA,NA,Pelham - Throgs Neck,Bronx,2878.48,77332.41,161,208.19,30.33,5
10462,May,31,2231,NA,NA,Pelham - Throgs Neck,Bronx,2884.95,77332.41,163,210.78,29.97,0
10463,May,18,1813,NA,NA,Kingsbridge - Riverdale,Bronx,2543.23,71287.33,174,244.08,34.02,7
10463,May,19,1820,NA,NA,Kingsbridge - Riverdale,Bronx,2553.05,71287.33,177,248.29,33.32,5
10463,May,20,1825,NA,NA,Kingsbridge - Riverdale,Bronx,2560.06,71287.33,178,249.69,32.8,3
10463,May,21,1828,NA,NA,Kingsbridge - Riverdale,Bronx,2564.27,71287.33,178,249.69,32.37,8
10463,May,22,1836,NA,NA,Kingsbridge - Riverdale,Bronx,2575.49,71287.33,178,249.69,32.37,3
10463,May,23,1839,NA,NA,Kingsbridge - Riverdale,Bronx,2579.7,71287.33,181,253.9,32.09,5
10463,May,24,1844,NA,NA,Kingsbridge - Riverdale,Bronx,2586.71,71287.33,181,253.9,31.7,39
10463,May,25,1883,NA,NA,Kingsbridge - Riverdale,Bronx,2641.42,71287.33,181,253.9,30.36,6
10463,May,26,1889,NA,NA,Kingsbridge - Riverdale,Bronx,2649.84,71287.33,183,256.71,29.98,1
10463,May,27,1890,NA,NA,Kingsbridge - Riverdale,Bronx,2651.24,71287.33,183,256.71,29.71,5
10463,May,28,1895,NA,NA,Kingsbridge - Riverdale,Bronx,2658.26,71287.33,183,256.71,29.29,9
10463,May,29,1904,NA,NA,Kingsbridge - Riverdale,Bronx,2670.88,71287.33,186,260.92,28.48,35
10463,May,30,1939,NA,NA,Kingsbridge - Riverdale,Bronx,2719.98,71287.33,186,260.92,27.46,24
10463,May,31,1963,NA,NA,Kingsbridge - Riverdale,Bronx,2753.65,71287.33,188,263.72,26.83,0
10464,May,18,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,26.83,0
10464,May,19,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,26.41,0
10464,May,20,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,26.29,0
10464,May,21,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,25.94,0
10464,May,22,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,25.94,0
10464,May,23,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,25.6,0
10464,May,24,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,25.11,0
10464,May,25,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,24.95,0
10464,May,26,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,24.89,0
10464,May,27,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,24.74,0
10464,May,28,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,24.58,0
10464,May,29,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,7,160.8,23.98,1
10464,May,30,118,NA,NA,Pelham - Throgs Neck,Bronx,2710.68,4353.16,7,160.8,23.69,0
10464,May,31,118,NA,NA,Pelham - Throgs Neck,Bronx,2710.68,4353.16,7,160.8,23.41,0
10465,May,18,1441,NA,NA,Pelham - Throgs Neck,Bronx,3348.79,43030.43,69,160.35,32.35,1
10465,May,19,1442,NA,NA,Pelham - Throgs Neck,Bronx,3351.12,43030.43,69,160.35,31.64,2
10465,May,20,1444,NA,NA,Pelham - Throgs Neck,Bronx,3355.76,43030.43,70,162.68,31.41,2
10465,May,21,1446,NA,NA,Pelham - Throgs Neck,Bronx,3360.41,43030.43,70,162.68,30.9,4
10465,May,22,1450,NA,NA,Pelham - Throgs Neck,Bronx,3369.71,43030.43,70,162.68,30.9,2
10465,May,23,1452,NA,NA,Pelham - Throgs Neck,Bronx,3374.36,43030.43,70,162.68,30.6,2
10465,May,24,1454,NA,NA,Pelham - Throgs Neck,Bronx,3379,43030.43,70,162.68,30.22,0
10465,May,25,1454,NA,NA,Pelham - Throgs Neck,Bronx,3379,43030.43,70,162.68,29.93,0
10465,May,26,1454,NA,NA,Pelham - Throgs Neck,Bronx,3379,43030.43,70,162.68,29.78,1
10465,May,27,1455,NA,NA,Pelham - Throgs Neck,Bronx,3381.33,43030.43,70,162.68,29.63,3
10465,May,28,1458,NA,NA,Pelham - Throgs Neck,Bronx,3388.3,43030.43,71,165,29.09,3
10465,May,29,1461,NA,NA,Pelham - Throgs Neck,Bronx,3395.27,43030.43,72,167.32,28.84,6
10465,May,30,1467,NA,NA,Pelham - Throgs Neck,Bronx,3409.22,43030.43,72,167.32,28.07,1
10465,May,31,1468,NA,NA,Pelham - Throgs Neck,Bronx,3411.54,43030.43,72,167.32,27.79,0
10466,May,18,2238,NA,NA,Northeast Bronx,Bronx,3101.16,72166.65,149,206.47,40.49,4
10466,May,19,2242,NA,NA,Northeast Bronx,Bronx,3106.7,72166.65,151,209.24,39.6,7
10466,May,20,2249,NA,NA,Northeast Bronx,Bronx,3116.4,72166.65,151,209.24,39.55,6
10466,May,21,2255,NA,NA,Northeast Bronx,Bronx,3124.71,72166.65,151,209.24,39.04,11
10466,May,22,2266,NA,NA,Northeast Bronx,Bronx,3139.95,72166.65,152,210.62,39.04,9
10466,May,23,2275,NA,NA,Northeast Bronx,Bronx,3152.43,72166.65,153,212.01,38.54,23
10466,May,24,2298,NA,NA,Northeast Bronx,Bronx,3184.3,72166.65,154,213.39,37.35,5
10466,May,25,2303,NA,NA,Northeast Bronx,Bronx,3191.22,72166.65,155,214.78,36.79,4
10466,May,26,2307,NA,NA,Northeast Bronx,Bronx,3196.77,72166.65,157,217.55,36.54,10
10466,May,27,2317,NA,NA,Northeast Bronx,Bronx,3210.62,72166.65,157,217.55,36.18,11
10466,May,28,2328,NA,NA,Northeast Bronx,Bronx,3225.87,72166.65,157,217.55,35.52,12
10466,May,29,2340,NA,NA,Northeast Bronx,Bronx,3242.5,72166.65,157,217.55,34.94,9
10466,May,30,2349,NA,NA,Northeast Bronx,Bronx,3254.97,72166.65,156,216.17,33.98,11
10466,May,31,2360,NA,NA,Northeast Bronx,Bronx,3270.21,72166.65,156,216.17,33.71,0
10467,May,18,3172,NA,NA,Fordham - Bronx Park,Bronx,3147.32,100784.05,275,272.86,40.17,7
10467,May,19,3179,NA,NA,Fordham - Bronx Park,Bronx,3154.27,100784.05,276,273.85,39.47,13
10467,May,20,3192,NA,NA,Fordham - Bronx Park,Bronx,3167.17,100784.05,276,273.85,39.22,1
10467,May,21,3193,NA,NA,Fordham - Bronx Park,Bronx,3168.16,100784.05,277,274.85,38.8,9
10467,May,22,3202,NA,NA,Fordham - Bronx Park,Bronx,3177.09,100784.05,281,278.81,38.8,5
10467,May,23,3207,NA,NA,Fordham - Bronx Park,Bronx,3182.05,100784.05,283,280.8,38.41,15
10467,May,24,3222,NA,NA,Fordham - Bronx Park,Bronx,3196.93,100784.05,284,281.79,37.84,3
10467,May,25,3225,NA,NA,Fordham - Bronx Park,Bronx,3199.91,100784.05,284,281.79,37.37,7
10467,May,26,3232,NA,NA,Fordham - Bronx Park,Bronx,3206.86,100784.05,286,283.78,37.07,6
10467,May,27,3238,NA,NA,Fordham - Bronx Park,Bronx,3212.81,100784.05,287,284.77,36.57,17
10467,May,28,3255,NA,NA,Fordham - Bronx Park,Bronx,3229.68,100784.05,287,284.77,35.56,11
10467,May,29,3266,NA,NA,Fordham - Bronx Park,Bronx,3240.59,100784.05,289,286.75,35.09,18
10467,May,30,3284,NA,NA,Fordham - Bronx Park,Bronx,3258.45,100784.05,289,286.75,33.84,15
10467,May,31,3299,NA,NA,Fordham - Bronx Park,Bronx,3273.34,100784.05,290,287.74,33.43,0
10468,May,18,2554,NA,NA,Fordham - Bronx Park,Bronx,3330.68,76681.12,172,224.31,40.6,12
10468,May,19,2566,NA,NA,Fordham - Bronx Park,Bronx,3346.33,76681.12,172,224.31,39.98,6
10468,May,20,2572,NA,NA,Fordham - Bronx Park,Bronx,3354.15,76681.12,174,226.91,39.79,3
10468,May,21,2575,NA,NA,Fordham - Bronx Park,Bronx,3358.06,76681.12,176,229.52,39.09,17
10468,May,22,2592,NA,NA,Fordham - Bronx Park,Bronx,3380.23,76681.12,179,233.43,39.09,9
10468,May,23,2601,NA,NA,Fordham - Bronx Park,Bronx,3391.97,76681.12,181,236.04,38.71,16
10468,May,24,2617,NA,NA,Fordham - Bronx Park,Bronx,3412.84,76681.12,183,238.65,38,22
10468,May,25,2639,NA,NA,Fordham - Bronx Park,Bronx,3441.53,76681.12,184,239.95,36.2,3
10468,May,26,2642,NA,NA,Fordham - Bronx Park,Bronx,3445.44,76681.12,185,241.26,35.98,9
10468,May,27,2651,NA,NA,Fordham - Bronx Park,Bronx,3457.17,76681.12,186,242.56,35.69,7
10468,May,28,2658,NA,NA,Fordham - Bronx Park,Bronx,3466.3,76681.12,188,245.17,34.88,10
10468,May,29,2668,NA,NA,Fordham - Bronx Park,Bronx,3479.34,76681.12,189,246.48,34.2,6
10468,May,30,2674,NA,NA,Fordham - Bronx Park,Bronx,3487.17,76681.12,191,249.08,32.7,11
10468,May,31,2685,NA,NA,Fordham - Bronx Park,Bronx,3501.51,76681.12,191,249.08,32.35,0
10469,May,18,2829,NA,NA,Northeast Bronx,Bronx,3956.19,71508.25,307,429.32,41.1,4
10469,May,19,2833,NA,NA,Northeast Bronx,Bronx,3961.78,71508.25,307,429.32,40.43,3
10469,May,20,2836,NA,NA,Northeast Bronx,Bronx,3965.98,71508.25,307,429.32,40.14,2
10469,May,21,2838,NA,NA,Northeast Bronx,Bronx,3968.77,71508.25,307,429.32,39.61,13
10469,May,22,2851,NA,NA,Northeast Bronx,Bronx,3986.95,71508.25,310,433.52,39.61,9
10469,May,23,2860,NA,NA,Northeast Bronx,Bronx,3999.54,71508.25,312,436.31,38.62,9
10469,May,24,2869,NA,NA,Northeast Bronx,Bronx,4012.12,71508.25,314,439.11,37.65,6
10469,May,25,2875,NA,NA,Northeast Bronx,Bronx,4020.52,71508.25,315,440.51,37.22,4
10469,May,26,2879,NA,NA,Northeast Bronx,Bronx,4026.11,71508.25,318,444.7,36.99,18
10469,May,27,2897,NA,NA,Northeast Bronx,Bronx,4051.28,71508.25,318,444.7,36.56,13
10469,May,28,2910,NA,NA,Northeast Bronx,Bronx,4069.46,71508.25,318,444.7,35.77,20
10469,May,29,2930,NA,NA,Northeast Bronx,Bronx,4097.43,71508.25,319,446.1,34.97,12
10469,May,30,2942,NA,NA,Northeast Bronx,Bronx,4114.21,71508.25,320,447.5,34.05,10
10469,May,31,2952,NA,NA,Northeast Bronx,Bronx,4128.19,71508.25,319,446.1,33.84,0
10470,May,18,433,NA,NA,Northeast Bronx,Bronx,3070.1,14103.75,13,92.17,31.33,1
10470,May,19,434,NA,NA,Northeast Bronx,Bronx,3077.19,14103.75,13,92.17,30.48,0
10470,May,20,434,NA,NA,Northeast Bronx,Bronx,3077.19,14103.75,13,92.17,30.24,1
10470,May,21,435,NA,NA,Northeast Bronx,Bronx,3084.29,14103.75,13,92.17,29.95,2
10470,May,22,437,NA,NA,Northeast Bronx,Bronx,3098.47,14103.75,13,92.17,29.95,0
10470,May,23,437,NA,NA,Northeast Bronx,Bronx,3098.47,14103.75,14,99.26,29.59,0
10470,May,24,437,NA,NA,Northeast Bronx,Bronx,3098.47,14103.75,14,99.26,29.11,0
10470,May,25,437,NA,NA,Northeast Bronx,Bronx,3098.47,14103.75,14,99.26,28.88,0
10470,May,26,437,NA,NA,Northeast Bronx,Bronx,3098.47,14103.75,14,99.26,28.79,2
10470,May,27,439,NA,NA,Northeast Bronx,Bronx,3112.65,14103.75,14,99.26,28.66,0
10470,May,28,439,NA,NA,Northeast Bronx,Bronx,3112.65,14103.75,14,99.26,28.12,2
10470,May,29,441,NA,NA,Northeast Bronx,Bronx,3126.83,14103.75,14,99.26,27.61,2
10470,May,30,443,NA,NA,Northeast Bronx,Bronx,3141.01,14103.75,14,99.26,27.11,0
10470,May,31,443,NA,NA,Northeast Bronx,Bronx,3141.01,14103.75,14,99.26,26.85,0
10471,May,18,760,NA,NA,Kingsbridge - Riverdale,Bronx,3576.93,21247.28,63,296.51,25.83,1
10471,May,19,761,NA,NA,Kingsbridge - Riverdale,Bronx,3581.64,21247.28,63,296.51,25.51,0
10471,May,20,761,NA,NA,Kingsbridge - Riverdale,Bronx,3581.64,21247.28,66,310.63,25.49,5
10471,May,21,766,NA,NA,Kingsbridge - Riverdale,Bronx,3605.17,21247.28,65,305.92,25.2,4
10471,May,22,770,NA,NA,Kingsbridge - Riverdale,Bronx,3623.99,21247.28,65,305.92,25.2,0
10471,May,23,770,NA,NA,Kingsbridge - Riverdale,Bronx,3623.99,21247.28,65,305.92,24.98,2
10471,May,24,772,NA,NA,Kingsbridge - Riverdale,Bronx,3633.41,21247.28,65,305.92,24.83,0
10471,May,25,772,NA,NA,Kingsbridge - Riverdale,Bronx,3633.41,21247.28,65,305.92,24.62,0
10471,May,26,772,NA,NA,Kingsbridge - Riverdale,Bronx,3633.41,21247.28,65,305.92,24.59,2
10471,May,27,774,NA,NA,Kingsbridge - Riverdale,Bronx,3642.82,21247.28,66,310.63,24.35,0
10471,May,28,774,NA,NA,Kingsbridge - Riverdale,Bronx,3642.82,21247.28,67,315.33,23.84,1
10471,May,29,775,NA,NA,Kingsbridge - Riverdale,Bronx,3647.53,21247.28,66,310.63,23.6,2
10471,May,30,777,NA,NA,Kingsbridge - Riverdale,Bronx,3656.94,21247.28,66,310.63,23.14,1
10471,May,31,778,NA,NA,Kingsbridge - Riverdale,Bronx,3661.65,21247.28,66,310.63,23.01,0
10472,May,18,1840,NA,NA,Pelham - Throgs Neck,Bronx,2709.31,67913.94,164,241.48,42.52,8
10472,May,19,1848,NA,NA,Pelham - Throgs Neck,Bronx,2721.09,67913.94,165,242.95,41.6,5
10472,May,20,1853,NA,NA,Pelham - Throgs Neck,Bronx,2728.45,67913.94,166,244.43,41.22,3
10472,May,21,1856,NA,NA,Pelham - Throgs Neck,Bronx,2732.87,67913.94,166,244.43,40.64,8
10472,May,22,1864,NA,NA,Pelham - Throgs Neck,Bronx,2744.65,67913.94,166,244.43,40.64,7
10472,May,23,1871,NA,NA,Pelham - Throgs Neck,Bronx,2754.96,67913.94,166,244.43,40.28,2
10472,May,24,1873,NA,NA,Pelham - Throgs Neck,Bronx,2757.9,67913.94,167,245.9,39.74,9
10472,May,25,1882,NA,NA,Pelham - Throgs Neck,Bronx,2771.15,67913.94,167,245.9,39.22,1
10472,May,26,1883,NA,NA,Pelham - Throgs Neck,Bronx,2772.63,67913.94,167,245.9,38.91,5
10472,May,27,1888,NA,NA,Pelham - Throgs Neck,Bronx,2779.99,67913.94,168,247.37,38.54,8
10472,May,28,1896,NA,NA,Pelham - Throgs Neck,Bronx,2791.77,67913.94,168,247.37,37.83,12
10472,May,29,1908,NA,NA,Pelham - Throgs Neck,Bronx,2809.44,67913.94,168,247.37,37.19,6
10472,May,30,1914,NA,NA,Pelham - Throgs Neck,Bronx,2818.27,67913.94,168,247.37,35.93,5
10472,May,31,1919,NA,NA,Pelham - Throgs Neck,Bronx,2825.64,67913.94,169,248.84,35.45,0
10473,May,18,1818,NA,NA,Pelham - Throgs Neck,Bronx,2935.8,61925.28,116,187.32,38.03,3
10473,May,19,1821,NA,NA,Pelham - Throgs Neck,Bronx,2940.64,61925.28,116,187.32,37.14,3
10473,May,20,1824,NA,NA,Pelham - Throgs Neck,Bronx,2945.49,61925.28,116,187.32,36.93,4
10473,May,21,1828,NA,NA,Pelham - Throgs Neck,Bronx,2951.94,61925.28,116,187.32,36.29,7
10473,May,22,1835,NA,NA,Pelham - Throgs Neck,Bronx,2963.25,61925.28,116,187.32,36.29,7
10473,May,23,1842,NA,NA,Pelham - Throgs Neck,Bronx,2974.55,61925.28,116,187.32,35.83,7
10473,May,24,1849,NA,NA,Pelham - Throgs Neck,Bronx,2985.86,61925.28,117,188.94,35.34,4
10473,May,25,1853,NA,NA,Pelham - Throgs Neck,Bronx,2992.32,61925.28,118,190.55,34.99,4
10473,May,26,1857,NA,NA,Pelham - Throgs Neck,Bronx,2998.78,61925.28,119,192.17,34.82,6
10473,May,27,1863,NA,NA,Pelham - Throgs Neck,Bronx,3008.46,61925.28,119,192.17,34.7,9
10473,May,28,1872,NA,NA,Pelham - Throgs Neck,Bronx,3023,61925.28,119,192.17,34.03,9
10473,May,29,1881,NA,NA,Pelham - Throgs Neck,Bronx,3037.53,61925.28,119,192.17,33.39,11
10473,May,30,1892,NA,NA,Pelham - Throgs Neck,Bronx,3055.3,61925.28,120,193.78,32.19,12
10473,May,31,1904,NA,NA,Pelham - Throgs Neck,Bronx,3074.67,61925.28,120,193.78,31.85,0
10474,May,18,314,NA,NA,Hunts Point - Mott Haven,Bronx,2524.51,12438.07,17,136.68,39.62,0
10474,May,19,314,NA,NA,Hunts Point - Mott Haven,Bronx,2524.51,12438.07,17,136.68,39.08,1
10474,May,20,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,17,136.68,38.5,0
10474,May,21,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,19,152.76,37.89,0
10474,May,22,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,19,152.76,37.89,0
10474,May,23,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,19,152.76,37.4,0
10474,May,24,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,19,152.76,37.13,0
10474,May,25,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,19,152.76,36.61,0
10474,May,26,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,19,152.76,36.22,0
10474,May,27,315,NA,NA,Hunts Point - Mott Haven,Bronx,2532.55,12438.07,19,152.76,35.94,1
10474,May,28,316,NA,NA,Hunts Point - Mott Haven,Bronx,2540.59,12438.07,19,152.76,35.37,2
10474,May,29,318,NA,NA,Hunts Point - Mott Haven,Bronx,2556.67,12438.07,19,152.76,34.96,1
10474,May,30,319,NA,NA,Hunts Point - Mott Haven,Bronx,2564.71,12438.07,19,152.76,33.79,1
10474,May,31,320,NA,NA,Hunts Point - Mott Haven,Bronx,2572.75,12438.07,20,160.8,33.23,0
10475,May,18,1630,NA,NA,Northeast Bronx,Bronx,3726.29,43743.21,155,354.34,36.47,0
10475,May,19,1630,NA,NA,Northeast Bronx,Bronx,3726.29,43743.21,155,354.34,35.94,5
10475,May,20,1635,NA,NA,Northeast Bronx,Bronx,3737.72,43743.21,155,354.34,35.7,9
10475,May,21,1644,NA,NA,Northeast Bronx,Bronx,3758.3,43743.21,157,358.91,35.26,5
10475,May,22,1649,NA,NA,Northeast Bronx,Bronx,3769.73,43743.21,157,358.91,35.26,3
10475,May,23,1652,NA,NA,Northeast Bronx,Bronx,3776.59,43743.21,159,363.49,34.83,6
10475,May,24,1658,NA,NA,Northeast Bronx,Bronx,3790.3,43743.21,160,365.77,34.24,0
10475,May,25,1658,NA,NA,Northeast Bronx,Bronx,3790.3,43743.21,160,365.77,34.01,1
10475,May,26,1659,NA,NA,Northeast Bronx,Bronx,3792.59,43743.21,161,368.06,33.82,2
10475,May,27,1661,NA,NA,Northeast Bronx,Bronx,3797.16,43743.21,161,368.06,33.5,6
10475,May,28,1667,NA,NA,Northeast Bronx,Bronx,3810.88,43743.21,161,368.06,32.87,3
10475,May,29,1670,NA,NA,Northeast Bronx,Bronx,3817.74,43743.21,161,368.06,32.42,7
10475,May,30,1677,NA,NA,Northeast Bronx,Bronx,3833.74,43743.21,161,368.06,31.74,2
10475,May,31,1679,NA,NA,Northeast Bronx,Bronx,3838.31,43743.21,161,368.06,31.37,0
11004,May,18,541,NA,NA,Southeast Queens,Queens,2884.02,18758.55,53,282.54,48.48,1
11004,May,19,542,NA,NA,Southeast Queens,Queens,2889.35,18758.55,53,282.54,41.15,2
11004,May,20,544,NA,NA,Southeast Queens,Queens,2900.01,18758.55,54,287.87,33.37,5
11004,May,21,549,NA,NA,Southeast Queens,Queens,2926.66,18758.55,54,287.87,32.46,4
11004,May,22,553,NA,NA,Southeast Queens,Queens,2947.99,18758.55,54,287.87,32.46,4
11004,May,23,557,NA,NA,Southeast Queens,Queens,2969.31,18758.55,55,293.2,29.5,6
11004,May,24,563,NA,NA,Southeast Queens,Queens,3001.3,18758.55,55,293.2,27.03,3
11004,May,25,566,NA,NA,Southeast Queens,Queens,3017.29,18758.55,55,293.2,26.19,2
11004,May,26,568,NA,NA,Southeast Queens,Queens,3027.95,18758.55,55,293.2,25.89,0
11004,May,27,568,NA,NA,Southeast Queens,Queens,3027.95,18758.55,56,298.53,25.64,0
11004,May,28,568,NA,NA,Southeast Queens,Queens,3027.95,18758.55,57,303.86,25.06,0
11004,May,29,568,NA,NA,Southeast Queens,Queens,3027.95,18758.55,57,303.86,24.55,0
11004,May,30,568,NA,NA,Southeast Queens,Queens,3027.95,18758.55,57,303.86,23.81,4
11004,May,31,572,NA,NA,Southeast Queens,Queens,3049.28,18758.55,57,303.86,23.23,0
11101,May,18,590,NA,NA,Long Island City - Astoria,Queens,1675.94,35204.11,35,99.42,28.3,2
