"","date_of_interest","boro","case_count","probable_case_count","hospitalized_count","death_count","probable_death_count","case_count_7day_avg","all_case_count_7day_avg","hospitalized_count_7day_avg","death_count_7day_avg","all_death_count_7day_avg"
"1",2020-02-29,"Brooklyn",0,0,0,0,0,0,0,0,0,0
"2",2020-03-01,"Brooklyn",0,0,0,0,0,0,0,0,0,0
"3",2020-03-02,"Brooklyn",0,0,0,0,0,0,0,0,0,0
"4",2020-03-03,"Brooklyn",0,0,0,0,0,0,0,0,0,0
"5",2020-03-04,"Brooklyn",1,0,1,0,0,0,0,0,0,0
"6",2020-03-05,"Brooklyn",3,0,2,0,0,0,0,0,0,0
"7",2020-03-06,"Brooklyn",1,0,1,0,0,1,1,1,0,0
"8",2020-03-07,"Brooklyn",2,0,2,0,0,1,1,1,0,0
"9",2020-03-08,"Brooklyn",5,0,7,0,0,2,2,2,0,0
"10",2020-03-09,"Brooklyn",16,0,11,0,0,4,4,3,0,0
"11",2020-03-10,"Brooklyn",11,0,10,0,0,6,6,5,0,0
"12",2020-03-11,"Brooklyn",31,0,10,0,0,10,10,6,0,0
"13",2020-03-12,"Brooklyn",96,0,28,0,0,23,23,10,0,0
"14",2020-03-13,"Brooklyn",166,0,36,0,0,47,47,15,0,0
"15",2020-03-14,"Brooklyn",163,0,38,1,0,70,70,20,0,0
"16",2020-03-15,"Brooklyn",433,0,46,0,0,131,131,26,0,0
"17",2020-03-16,"Brooklyn",740,1,92,1,1,234,234,37,0,0
"18",2020-03-17,"Brooklyn",783,3,96,4,3,345,345,49,1,1
"19",2020-03-18,"Brooklyn",966,2,120,6,2,478,479,65,2,3
"20",2020-03-19,"Brooklyn",1204,0,151,6,0,636,637,83,3,3
"21",2020-03-20,"Brooklyn",1137,0,201,11,0,775,776,106,4,5
"22",2020-03-21,"Brooklyn",554,2,183,12,2,831,832,127,6,7
"23",2020-03-22,"Brooklyn",755,1,193,10,0,877,878,148,7,8
"24",2020-03-23,"Brooklyn",910,0,297,27,0,901,902,177,11,12
"25",2020-03-24,"Brooklyn",1211,5,342,23,5,962,964,212,14,15
"26",2020-03-25,"Brooklyn",1254,7,410,37,7,1004,1006,254,18,20
"27",2020-03-26,"Brooklyn",1374,10,483,50,10,1028,1031,301,24,28
"28",2020-03-27,"Brooklyn",1423,11,454,75,11,1069,1074,337,33,38
"29",2020-03-28,"Brooklyn",864,15,399,78,15,1113,1120,368,43,50
"30",2020-03-29,"Brooklyn",1149,19,449,89,20,1169,1179,405,54,64
"31",2020-03-30,"Brooklyn",1754,27,558,106,26,1290,1303,442,65,79
"32",2020-03-31,"Brooklyn",1514,26,529,126,27,1333,1350,469,80,97
"33",2020-04-01,"Brooklyn",1589,35,506,135,33,1381,1401,483,94,114
"34",2020-04-02,"Brooklyn",1613,49,437,170,50,1415,1441,476,111,137
"35",2020-04-03,"Brooklyn",1441,62,440,142,63,1418,1451,474,121,154
"36",2020-04-04,"Brooklyn",922,64,361,163,65,1426,1466,469,133,174
"37",2020-04-05,"Brooklyn",1141,58,386,166,60,1425,1471,460,144,190
"38",2020-04-06,"Brooklyn",1462,90,499,169,90,1383,1438,451,153,208
"39",2020-04-07,"Brooklyn",1396,80,506,181,80,1366,1429,448,161,224
"40",2020-04-08,"Brooklyn",1310,78,450,173,78,1326,1395,440,166,236
"41",2020-04-09,"Brooklyn",1369,70,432,190,69,1292,1363,439,169,241
"42",2020-04-10,"Brooklyn",1153,57,357,178,57,1250,1321,427,174,246
"43",2020-04-11,"Brooklyn",1129,56,318,159,56,1280,1350,421,174,244
"44",2020-04-12,"Brooklyn",702,64,269,201,64,1217,1288,404,179,249
"45",2020-04-13,"Brooklyn",1065,87,356,158,86,1161,1231,384,177,247
"46",2020-04-14,"Brooklyn",1035,47,291,152,47,1109,1175,353,173,238
"47",2020-04-15,"Brooklyn",882,29,292,132,27,1048,1106,331,167,225
"48",2020-04-16,"Brooklyn",884,44,249,126,44,979,1033,305,158,212
"49",2020-04-17,"Brooklyn",960,35,257,118,35,951,1003,290,149,201
"50",2020-04-18,"Brooklyn",575,35,181,116,35,872,921,271,143,192
"51",2020-04-19,"Brooklyn",635,25,144,118,25,862,905,253,131,174
"52",2020-04-20,"Brooklyn",983,30,203,95,30,851,886,231,122,157
"53",2020-04-21,"Brooklyn",896,29,170,92,28,831,863,214,114,146
"54",2020-04-22,"Brooklyn",854,23,155,107,23,827,858,194,110,142
"55",2020-04-23,"Brooklyn",786,25,150,106,25,813,842,180,107,136
"56",2020-04-24,"Brooklyn",629,19,140,93,19,765,792,163,104,130
"57",2020-04-25,"Brooklyn",405,21,99,76,22,741,766,152,98,123
"58",2020-04-26,"Brooklyn",332,20,82,61,20,698,722,143,90,114
"59",2020-04-27,"Brooklyn",608,18,105,88,18,644,666,129,89,111
"60",2020-04-28,"Brooklyn",711,9,103,57,8,618,637,119,84,103
"61",2020-04-29,"Brooklyn",681,12,96,71,12,593,611,111,79,97
"62",2020-04-30,"Brooklyn",600,12,76,65,12,567,582,100,73,89
"63",2020-05-01,"Brooklyn",497,15,74,56,15,548,563,91,68,83
"64",2020-05-02,"Brooklyn",263,13,53,45,13,527,542,84,63,77
"65",2020-05-03,"Brooklyn",247,12,56,45,12,515,528,80,61,74
"66",2020-05-04,"Brooklyn",462,10,74,42,10,494,506,76,54,66
"67",2020-05-05,"Brooklyn",433,7,63,49,6,455,466,70,53,65
"68",2020-05-06,"Brooklyn",450,15,69,38,15,422,434,66,49,60
"69",2020-05-07,"Brooklyn",403,8,62,46,7,394,405,64,46,57
"70",2020-05-08,"Brooklyn",344,4,65,43,4,372,382,63,44,54
"71",2020-05-09,"Brooklyn",119,6,41,28,6,351,360,61,42,50
"72",2020-05-10,"Brooklyn",188,5,36,26,5,343,351,59,39,46
"73",2020-05-11,"Brooklyn",410,7,59,33,8,335,343,56,38,45
"74",2020-05-12,"Brooklyn",400,6,40,33,6,331,338,53,35,43
"75",2020-05-13,"Brooklyn",362,2,51,23,2,318,323,51,33,39
"76",2020-05-14,"Brooklyn",334,4,39,14,4,308,313,47,29,34
"77",2020-05-15,"Brooklyn",259,4,46,27,4,296,301,45,26,31
"78",2020-05-16,"Brooklyn",165,10,29,24,10,303,308,43,26,31
"79",2020-05-17,"Brooklyn",137,4,15,19,4,295,301,40,25,30
"80",2020-05-18,"Brooklyn",266,3,29,17,3,275,279,36,22,27
"81",2020-05-19,"Brooklyn",328,5,41,16,5,264,269,36,20,25
"82",2020-05-20,"Brooklyn",323,2,31,21,2,259,263,33,20,24
"83",2020-05-21,"Brooklyn",336,4,39,15,4,259,264,33,20,24
"84",2020-05-22,"Brooklyn",351,8,42,15,8,272,277,32,18,23
"85",2020-05-23,"Brooklyn",143,2,22,20,2,269,273,31,18,22
"86",2020-05-24,"Brooklyn",161,1,21,12,1,273,276,32,17,20
"87",2020-05-25,"Brooklyn",160,1,24,14,0,257,261,31,16,19
"88",2020-05-26,"Brooklyn",319,1,21,12,1,256,259,29,16,18
"89",2020-05-27,"Brooklyn",246,2,23,11,2,245,248,27,14,17
"90",2020-05-28,"Brooklyn",221,3,30,12,3,229,231,26,14,16
"91",2020-05-29,"Brooklyn",167,5,20,16,2,202,205,23,14,15
"92",2020-05-30,"Brooklyn",105,0,18,10,0,197,199,22,12,14
"93",2020-05-31,"Brooklyn",84,2,18,11,1,186,188,22,12,14
"94",2020-06-01,"Brooklyn",252,4,33,10,1,199,202,23,12,13
"95",2020-06-02,"Brooklyn",185,2,26,6,2,180,183,24,11,12
"96",2020-06-03,"Brooklyn",133,4,26,13,3,164,167,24,11,13
"97",2020-06-04,"Brooklyn",131,3,26,10,2,151,154,24,11,12
"98",2020-06-05,"Brooklyn",132,3,17,6,2,146,149,23,9,11
"99",2020-06-06,"Brooklyn",59,3,10,10,1,139,142,22,9,11
"100",2020-06-07,"Brooklyn",52,3,18,6,1,135,138,22,9,10
"101",2020-06-08,"Brooklyn",112,6,19,13,3,115,118,20,9,11
"102",2020-06-09,"Brooklyn",121,1,22,6,1,106,109,20,9,11
"103",2020-06-10,"Brooklyn",97,5,17,11,3,101,104,18,9,11
"104",2020-06-11,"Brooklyn",113,7,15,4,4,98,102,17,8,10
"105",2020-06-12,"Brooklyn",123,3,21,6,0,97,101,17,8,10
"106",2020-06-13,"Brooklyn",52,5,11,4,1,96,100,18,7,9
"107",2020-06-14,"Brooklyn",53,6,12,7,0,96,101,17,7,9
"108",2020-06-15,"Brooklyn",102,4,22,4,0,94,99,17,6,7
"109",2020-06-16,"Brooklyn",133,2,24,5,1,96,101,17,6,7
"110",2020-06-17,"Brooklyn",113,2,13,6,1,98,103,17,5,6
"111",2020-06-18,"Brooklyn",112,3,16,4,1,98,102,17,5,6
"112",2020-06-19,"Brooklyn",91,7,23,3,0,94,98,17,5,5
"113",2020-06-20,"Brooklyn",46,6,9,3,0,93,97,17,5,5
"114",2020-06-21,"Brooklyn",54,7,18,6,0,93,97,18,4,5
"115",2020-06-22,"Brooklyn",110,6,20,6,0,94,99,18,5,5
"116",2020-06-23,"Brooklyn",95,5,16,7,0,89,94,16,5,5
"117",2020-06-24,"Brooklyn",101,6,18,9,0,87,93,17,5,6
"118",2020-06-25,"Brooklyn",82,2,11,5,0,83,88,16,6,6
"119",2020-06-26,"Brooklyn",94,4,17,3,1,83,88,16,6,6
"120",2020-06-27,"Brooklyn",70,1,19,11,1,87,91,17,7,7
"121",2020-06-28,"Brooklyn",58,7,11,1,1,87,92,16,6,6
"122",2020-06-29,"Brooklyn",127,10,24,3,2,90,95,17,6,6
"123",2020-06-30,"Brooklyn",128,5,17,4,0,94,99,17,5,6
"124",2020-07-01,"Brooklyn",120,4,13,4,1,97,102,16,4,5
"125",2020-07-02,"Brooklyn",127,5,14,3,1,103,109,16,4,5
"126",2020-07-03,"Brooklyn",72,6,13,4,1,100,106,16,4,5
"127",2020-07-04,"Brooklyn",23,2,9,6,0,94,99,14,4,4
"128",2020-07-05,"Brooklyn",53,7,3,4,1,93,98,13,4,5
"129",2020-07-06,"Brooklyn",142,9,23,2,2,95,100,13,4,5
"130",2020-07-07,"Brooklyn",123,5,7,4,0,94,100,12,4,5
"131",2020-07-08,"Brooklyn",121,5,12,4,1,94,100,12,4,5
"132",2020-07-09,"Brooklyn",104,3,12,4,0,91,96,11,4,5
"133",2020-07-10,"Brooklyn",90,5,16,2,0,94,99,12,4,4
"134",2020-07-11,"Brooklyn",73,4,14,2,0,101,106,12,3,4
"135",2020-07-12,"Brooklyn",55,5,10,2,1,101,106,13,3,3
"136",2020-07-13,"Brooklyn",123,4,14,1,1,98,103,12,3,3
"137",2020-07-14,"Brooklyn",111,3,9,4,0,97,101,12,3,3
"138",2020-07-15,"Brooklyn",149,3,19,2,0,101,105,13,2,3
"139",2020-07-16,"Brooklyn",90,9,10,2,0,99,103,13,2,2
"140",2020-07-17,"Brooklyn",105,4,16,0,0,101,105,13,2,2
"141",2020-07-18,"Brooklyn",58,6,7,4,1,99,104,12,2,3
"142",2020-07-19,"Brooklyn",40,6,10,3,1,97,102,12,2,3
"143",2020-07-20,"Brooklyn",85,10,9,4,0,91,97,11,3,3
"144",2020-07-21,"Brooklyn",79,3,11,5,0,87,92,12,3,3
"145",2020-07-22,"Brooklyn",96,8,13,1,0,79,86,11,3,3
"146",2020-07-23,"Brooklyn",84,3,10,5,0,78,84,11,3,3
"147",2020-07-24,"Brooklyn",68,5,12,2,0,73,79,10,3,4
"148",2020-07-25,"Brooklyn",35,5,9,2,0,70,75,11,3,3
"149",2020-07-26,"Brooklyn",40,6,7,4,0,70,75,10,3,3
"150",2020-07-27,"Brooklyn",79,9,14,2,0,69,74,11,3,3
"151",2020-07-28,"Brooklyn",106,9,18,1,0,73,79,12,2,2
"152",2020-07-29,"Brooklyn",72,7,11,1,0,69,75,12,2,2
"153",2020-07-30,"Brooklyn",98,3,17,2,0,71,77,13,2,2
"154",2020-07-31,"Brooklyn",79,7,10,1,0,73,79,12,2,2
"155",2020-08-01,"Brooklyn",59,5,15,3,1,76,83,13,2,2
"156",2020-08-02,"Brooklyn",41,4,9,2,0,76,83,13,2,2
"157",2020-08-03,"Brooklyn",93,7,12,0,0,78,84,13,1,2
"158",2020-08-04,"Brooklyn",49,4,14,1,1,70,75,13,1,2
"159",2020-08-05,"Brooklyn",92,8,14,0,1,73,78,13,1,2
"160",2020-08-06,"Brooklyn",87,4,11,2,1,71,77,12,1,2
"161",2020-08-07,"Brooklyn",91,4,9,0,0,73,78,12,1,2
"162",2020-08-08,"Brooklyn",58,10,5,1,0,73,79,11,1,1
"163",2020-08-09,"Brooklyn",48,5,10,0,0,74,80,11,1,1
"164",2020-08-10,"Brooklyn",74,12,13,1,0,71,78,11,1,1
"165",2020-08-11,"Brooklyn",82,13,8,1,0,76,84,10,1,1
"166",2020-08-12,"Brooklyn",114,3,11,0,0,79,86,10,1,1
"167",2020-08-13,"Brooklyn",87,21,14,2,2,79,89,10,1,1
"168",2020-08-14,"Brooklyn",80,10,11,0,1,78,88,10,1,1
"169",2020-08-15,"Brooklyn",33,5,8,2,0,74,84,11,1,1
"170",2020-08-16,"Brooklyn",49,7,5,1,0,74,84,10,1,1
"171",2020-08-17,"Brooklyn",95,7,7,1,0,77,87,9,1,1
"172",2020-08-18,"Brooklyn",66,7,9,0,0,75,83,9,1,1
"173",2020-08-19,"Brooklyn",69,11,14,1,0,68,78,10,1,1
"174",2020-08-20,"Brooklyn",55,6,7,3,0,64,71,9,1,1
"175",2020-08-21,"Brooklyn",75,4,9,0,1,63,70,8,1,1
"176",2020-08-22,"Brooklyn",36,3,7,2,1,64,70,8,1,1
"177",2020-08-23,"Brooklyn",55,9,5,0,0,64,71,8,1,1
"178",2020-08-24,"Brooklyn",85,10,7,1,0,63,70,8,1,1
"179",2020-08-25,"Brooklyn",84,4,14,2,0,66,72,9,1,2
"180",2020-08-26,"Brooklyn",116,8,11,1,1,72,79,9,1,2
"181",2020-08-27,"Brooklyn",99,7,8,0,0,79,85,9,1,1
"182",2020-08-28,"Brooklyn",78,7,9,0,0,79,86,9,1,1
"183",2020-08-29,"Brooklyn",38,10,9,1,0,79,87,9,1,1
"184",2020-08-30,"Brooklyn",60,11,4,2,0,80,88,9,1,1
"185",2020-08-31,"Brooklyn",116,8,13,0,0,84,92,10,1,1
"186",2020-09-01,"Brooklyn",92,16,8,0,0,86,95,9,1,1
"187",2020-09-02,"Brooklyn",96,8,11,2,1,83,92,9,1,1
"188",2020-09-03,"Brooklyn",91,5,9,2,1,82,91,9,1,1
"189",2020-09-04,"Brooklyn",71,8,10,1,0,81,90,9,1,1
"190",2020-09-05,"Brooklyn",46,5,9,3,0,82,90,9,1,2
"191",2020-09-06,"Brooklyn",88,6,14,2,0,86,94,11,1,2
"192",2020-09-07,"Brooklyn",74,6,7,0,0,80,87,10,1,2
"193",2020-09-08,"Brooklyn",128,3,9,1,0,85,91,10,2,2
"194",2020-09-09,"Brooklyn",120,7,11,0,0,88,94,10,1,1
"195",2020-09-10,"Brooklyn",124,9,9,1,1,93,99,10,1,1
"196",2020-09-11,"Brooklyn",111,7,8,2,0,99,105,10,1,1
"197",2020-09-12,"Brooklyn",50,9,4,0,0,99,106,9,1,1
"198",2020-09-13,"Brooklyn",117,11,8,2,0,103,111,8,1,1
"199",2020-09-14,"Brooklyn",167,10,11,2,0,117,125,9,1,1
"200",2020-09-15,"Brooklyn",151,24,10,0,0,120,131,9,1,1
"201",2020-09-16,"Brooklyn",166,9,25,0,0,127,138,11,1,1
"202",2020-09-17,"Brooklyn",123,13,9,1,0,126,138,11,1,1
"203",2020-09-18,"Brooklyn",108,10,15,2,0,126,138,12,1,1
"204",2020-09-19,"Brooklyn",36,5,7,2,0,124,136,12,1,1
"205",2020-09-20,"Brooklyn",60,11,6,3,0,116,128,12,1,1
"206",2020-09-21,"Brooklyn",249,25,10,1,0,128,141,12,1,1
"207",2020-09-22,"Brooklyn",174,26,14,3,1,131,145,12,2,2
"208",2020-09-23,"Brooklyn",238,36,24,1,0,141,159,12,2,2
"209",2020-09-24,"Brooklyn",233,44,12,1,0,157,179,13,2,2
"210",2020-09-25,"Brooklyn",187,27,22,0,0,168,193,14,2,2
"211",2020-09-26,"Brooklyn",107,9,8,1,0,178,204,14,1,2
"212",2020-09-27,"Brooklyn",183,16,15,2,0,196,222,15,1,1
"213",2020-09-28,"Brooklyn",139,15,13,1,0,180,205,15,1,1
"214",2020-09-29,"Brooklyn",335,36,15,2,0,203,229,16,1,1
"215",2020-09-30,"Brooklyn",275,39,34,4,1,208,235,17,2,2
"216",2020-10-01,"Brooklyn",294,45,24,1,1,217,244,19,2,2
"217",2020-10-02,"Brooklyn",263,39,23,1,0,228,256,19,2,2
"218",2020-10-03,"Brooklyn",81,18,11,1,1,224,254,19,2,2
"219",2020-10-04,"Brooklyn",163,24,23,3,0,221,252,20,2,2
"220",2020-10-05,"Brooklyn",407,55,24,0,0,260,296,22,2,2
"221",2020-10-06,"Brooklyn",248,33,22,2,1,247,283,23,2,2
"222",2020-10-07,"Brooklyn",222,34,22,1,0,240,275,21,1,2
"223",2020-10-08,"Brooklyn",216,42,17,3,1,229,264,20,2,2
"224",2020-10-09,"Brooklyn",183,37,30,0,0,217,252,21,1,2
"225",2020-10-10,"Brooklyn",95,10,20,0,0,219,253,23,1,2
"226",2020-10-11,"Brooklyn",114,17,16,2,0,212,245,22,1,1
"227",2020-10-12,"Brooklyn",223,28,28,1,0,186,215,22,1,2
"228",2020-10-13,"Brooklyn",223,25,23,3,0,182,210,22,1,2
"229",2020-10-14,"Brooklyn",209,57,22,3,0,180,211,22,2,2
"230",2020-10-15,"Brooklyn",237,41,34,2,0,183,214,25,2,2
"231",2020-10-16,"Brooklyn",163,41,20,3,0,181,212,23,2,2
"232",2020-10-17,"Brooklyn",90,43,10,3,0,180,216,22,2,2
"233",2020-10-18,"Brooklyn",175,39,19,1,0,189,228,22,2,2
"234",2020-10-19,"Brooklyn",204,51,26,6,1,186,228,22,3,3
"235",2020-10-20,"Brooklyn",217,47,30,2,0,185,231,23,3,3
"236",2020-10-21,"Brooklyn",200,52,16,3,0,184,229,22,3,3
"237",2020-10-22,"Brooklyn",244,59,13,2,0,185,232,19,3,3
"238",2020-10-23,"Brooklyn",198,49,23,0,0,190,238,20,2,3
"239",2020-10-24,"Brooklyn",118,39,22,0,1,194,242,21,2,2
"240",2020-10-25,"Brooklyn",128,47,22,3,0,187,236,22,2,3
"241",2020-10-26,"Brooklyn",219,50,15,2,1,189,238,20,2,2
"242",2020-10-27,"Brooklyn",234,81,23,3,0,192,245,19,2,2
"243",2020-10-28,"Brooklyn",225,66,17,3,0,195,251,19,2,2
"244",2020-10-29,"Brooklyn",191,50,18,2,0,188,242,20,2,2
"245",2020-10-30,"Brooklyn",191,54,11,4,0,187,242,18,2,3
"246",2020-10-31,"Brooklyn",117,34,15,2,0,186,241,17,3,3
"247",2020-11-01,"Brooklyn",232,64,17,9,0,201,258,17,4,4
"248",2020-11-02,"Brooklyn",339,75,20,7,0,218,279,17,4,4
"249",2020-11-03,"Brooklyn",315,83,27,6,2,230,291,18,5,5
"250",2020-11-04,"Brooklyn",312,89,24,6,0,242,307,19,5,5
"251",2020-11-05,"Brooklyn",313,117,28,4,0,260,334,20,5,6
"252",2020-11-06,"Brooklyn",234,134,19,2,0,266,351,21,5,5
"253",2020-11-07,"Brooklyn",220,90,8,5,0,281,374,20,6,6
"254",2020-11-08,"Brooklyn",222,93,16,2,1,279,377,20,5,5
"255",2020-11-09,"Brooklyn",414,150,23,1,0,290,398,21,4,4
"256",2020-11-10,"Brooklyn",454,127,25,2,0,310,424,20,3,3
"257",2020-11-11,"Brooklyn",381,126,13,2,0,320,439,19,3,3
"258",2020-11-12,"Brooklyn",384,128,18,6,0,330,451,17,3,3
"259",2020-11-13,"Brooklyn",354,109,29,1,0,347,465,19,3,3
"260",2020-11-14,"Brooklyn",237,95,25,5,1,349,468,21,3,3
"261",2020-11-15,"Brooklyn",230,115,26,6,0,351,472,23,3,3
"262",2020-11-16,"Brooklyn",493,152,27,1,0,362,484,23,3,3
"263",2020-11-17,"Brooklyn",486,155,27,3,0,366,492,24,3,4
"264",2020-11-18,"Brooklyn",455,169,31,4,0,377,509,26,4,4
"265",2020-11-19,"Brooklyn",486,153,30,6,0,392,527,28,4,4
"266",2020-11-20,"Brooklyn",429,130,34,2,1,402,541,29,4,4
"267",2020-11-21,"Brooklyn",352,83,21,3,0,419,555,28,4,4
"268",2020-11-22,"Brooklyn",339,115,33,2,0,434,571,29,3,3
"269",2020-11-23,"Brooklyn",568,166,37,6,1,445,584,30,4,4
"270",2020-11-24,"Brooklyn",547,169,34,2,0,454,594,31,4,4
"271",2020-11-25,"Brooklyn",622,151,35,4,0,478,616,32,4,4
"272",2020-11-26,"Brooklyn",241,104,36,3,1,443,574,33,3,4
"273",2020-11-27,"Brooklyn",595,199,38,3,0,466,607,33,3,4
"274",2020-11-28,"Brooklyn",438,148,26,3,0,479,629,34,3,4
"275",2020-11-29,"Brooklyn",497,174,36,3,0,501,660,35,3,4
"276",2020-11-30,"Brooklyn",850,203,35,4,0,541,705,34,3,3
"277",2020-12-01,"Brooklyn",869,245,38,3,1,587,762,35,3,4
"278",2020-12-02,"Brooklyn",788,223,39,10,0,611,796,35,4,4
"279",2020-12-03,"Brooklyn",811,208,44,4,0,693,893,37,4,4
"280",2020-12-04,"Brooklyn",748,174,56,5,0,714,911,39,5,5
"281",2020-12-05,"Brooklyn",496,157,35,6,0,723,920,40,5,5
"282",2020-12-06,"Brooklyn",543,176,52,4,0,729,927,43,5,5
"283",2020-12-07,"Brooklyn",952,224,47,7,1,744,945,44,6,6
"284",2020-12-08,"Brooklyn",899,174,68,7,2,748,939,49,6,7
"285",2020-12-09,"Brooklyn",887,198,68,9,1,762,950,53,6,7
"286",2020-12-10,"Brooklyn",891,213,60,2,1,774,962,55,6,6
"287",2020-12-11,"Brooklyn",800,181,54,8,0,781,970,55,6,7
"288",2020-12-12,"Brooklyn",568,104,49,9,0,791,973,57,7,7
"289",2020-12-13,"Brooklyn",622,178,46,4,0,803,984,56,7,7
"290",2020-12-14,"Brooklyn",1016,260,65,4,2,812,999,59,6,7
"291",2020-12-15,"Brooklyn",909,202,63,10,1,813,1004,58,7,7
"292",2020-12-16,"Brooklyn",700,201,50,12,1,787,978,55,7,8
"293",2020-12-17,"Brooklyn",562,171,56,3,1,740,925,55,7,8
"294",2020-12-18,"Brooklyn",774,203,73,9,0,736,924,57,7,8
"295",2020-12-19,"Brooklyn",422,196,45,4,1,715,917,57,7,7
"296",2020-02-29,"Bronx",0,0,0,0,0,0,0,0,0,0
"297",2020-03-01,"Bronx",0,0,0,0,0,0,0,0,0,0
"298",2020-03-02,"Bronx",0,0,0,0,0,0,0,0,0,0
"299",2020-03-03,"Bronx",0,0,0,0,0,0,0,0,0,0
"300",2020-03-04,"Bronx",0,0,0,0,0,0,0,0,0,0
"301",2020-03-05,"Bronx",0,0,0,0,0,0,0,0,0,0
"302",2020-03-06,"Bronx",2,0,1,0,0,0,0,0,0,0
"303",2020-03-07,"Bronx",0,0,1,0,0,0,0,0,0,0
"304",2020-03-08,"Bronx",3,0,2,0,0,1,1,1,0,0
"305",2020-03-09,"Bronx",4,0,6,0,0,1,1,1,0,0
"306",2020-03-10,"Bronx",8,0,4,0,0,2,2,2,0,0
"307",2020-03-11,"Bronx",19,0,19,0,0,5,5,5,0,0
"308",2020-03-12,"Bronx",29,0,12,0,0,9,9,6,0,0
"309",2020-03-13,"Bronx",79,0,30,0,0,20,20,11,0,0
"310",2020-03-14,"Bronx",86,0,24,0,0,33,33,14,0,0
"311",2020-03-15,"Bronx",119,0,35,1,0,49,49,19,0,0
"312",2020-03-16,"Bronx",305,0,69,3,0,92,92,28,1,1
"313",2020-03-17,"Bronx",343,0,63,1,0,140,140,36,1,1
"314",2020-03-18,"Bronx",482,1,107,1,1,206,206,49,1,1
"315",2020-03-19,"Bronx",623,3,126,4,3,291,292,65,1,2
"316",2020-03-20,"Bronx",723,0,119,13,0,383,384,78,3,4
"317",2020-03-21,"Bronx",490,1,162,12,1,441,441,97,5,6
"318",2020-03-22,"Bronx",494,0,168,12,0,494,495,116,7,7
"319",2020-03-23,"Bronx",730,1,221,12,2,555,556,138,8,9
"320",2020-03-24,"Bronx",927,0,267,14,0,638,639,167,10,11
"321",2020-03-25,"Bronx",1067,4,297,30,4,722,723,194,14,15
"322",2020-03-26,"Bronx",999,8,323,37,8,776,778,222,19,21
"323",2020-03-27,"Bronx",1090,10,317,36,10,828,832,251,22,25
"324",2020-03-28,"Bronx",762,12,321,62,12,867,872,273,29,34
"325",2020-03-29,"Bronx",700,10,320,55,10,896,903,295,35,42
"326",2020-03-30,"Bronx",1313,16,341,75,16,980,988,312,44,53
"327",2020-03-31,"Bronx",1282,16,383,98,16,1030,1041,329,56,67
"328",2020-04-01,"Bronx",1240,17,386,93,17,1055,1068,342,65,78
"329",2020-04-02,"Bronx",1291,41,368,97,41,1097,1114,348,74,91
"330",2020-04-03,"Bronx",1450,32,374,116,32,1148,1169,356,85,106
"331",2020-04-04,"Bronx",1011,39,302,106,39,1184,1208,353,91,116
"332",2020-04-05,"Bronx",823,32,322,123,34,1201,1229,354,101,129
"333",2020-04-06,"Bronx",1514,38,403,112,38,1230,1261,363,106,137
"334",2020-04-07,"Bronx",1464,40,348,115,39,1256,1290,358,109,143
"335",2020-04-08,"Bronx",1305,37,387,114,37,1265,1302,358,112,149
"336",2020-04-09,"Bronx",1283,35,314,108,36,1264,1300,350,113,150
"337",2020-04-10,"Bronx",1228,39,308,117,38,1233,1270,341,114,151
"338",2020-04-11,"Bronx",998,36,278,132,37,1231,1267,337,117,154
"339",2020-04-12,"Bronx",763,36,242,110,35,1222,1259,326,115,153
"340",2020-04-13,"Bronx",693,30,289,122,30,1105,1141,309,117,153
"341",2020-04-14,"Bronx",1076,37,228,112,37,1049,1085,292,116,152
"342",2020-04-15,"Bronx",1069,30,215,94,30,1016,1050,268,114,148
"343",2020-04-16,"Bronx",940,35,198,86,34,967,1001,251,110,145
"344",2020-04-17,"Bronx",917,19,200,88,20,922,954,236,106,138
"345",2020-04-18,"Bronx",552,23,151,62,24,859,889,218,96,126
"346",2020-04-19,"Bronx",532,20,143,78,19,826,853,203,92,119
"347",2020-04-20,"Bronx",981,22,170,78,22,867,893,186,85,112
"348",2020-04-21,"Bronx",641,18,152,70,18,805,828,176,79,103
"349",2020-04-22,"Bronx",927,16,128,67,14,784,806,163,76,97
"350",2020-04-23,"Bronx",734,15,122,58,15,755,774,152,72,90
"351",2020-04-24,"Bronx",580,14,114,62,14,707,725,140,68,86
"352",2020-04-25,"Bronx",417,6,92,56,5,687,703,132,67,82
"353",2020-04-26,"Bronx",196,10,79,55,10,639,654,122,64,78
"354",2020-04-27,"Bronx",550,10,101,53,11,578,591,113,60,73
"355",2020-04-28,"Bronx",669,8,95,56,8,582,593,104,58,69
"356",2020-04-29,"Bronx",557,7,83,40,8,529,539,98,54,64
"357",2020-04-30,"Bronx",482,6,65,45,6,493,502,90,52,61
"358",2020-05-01,"Bronx",449,6,79,45,6,474,482,85,50,58
"359",2020-05-02,"Bronx",263,6,56,49,5,452,460,80,49,57
"360",2020-05-03,"Bronx",153,5,47,27,5,446,453,75,45,52
"361",2020-05-04,"Bronx",349,6,59,34,5,417,424,69,42,48
"362",2020-05-05,"Bronx",294,2,68,26,3,364,369,65,38,43
"363",2020-05-06,"Bronx",279,9,61,29,9,324,330,62,36,42
"364",2020-05-07,"Bronx",298,4,44,28,3,298,303,59,34,39
"365",2020-05-08,"Bronx",252,5,53,22,5,270,275,55,31,36
"366",2020-05-09,"Bronx",175,0,37,21,0,257,262,53,27,31
